	sentence	label
0	not only that , cho cho is an expert in martial arts .	0
1	however , this task is going to be more difficult than he could ever have imagined .	0
2	engaging peter is the story of peter , a struggling documentary filmmaker who has resorted to shooting weddings for rent money .	0
3	shane bradley , who is fixated on ideas of luck and destiny , tries to win the girl of his dreams .	0
4	plans go awry when the kingpin offers $ 100 million to anyone who can free him .	0
5	several former state and party functionaries interfere in the filmmaking in the hopes of manipulating katerina 's confessions for their own purposes .	0
6	after tracking down the assassin , she is killed before any information can be driven out of her .	0
7	the doctor delivers the news that this has been a false pregnancy , one in which the embryo never develops .	0
8	as beacons of individuality in a sea of government conformity they represent freedom for those who own them .	0
9	raja also manages to go to malaysia with them .	0
10	a young couple is concerned about the future of their relationship as they anticipate their time apart .	0
11	and the little red light from a laser rifle sight is proof that the caller is n't kidding .	0
12	the film `` eternally aliens `` is a 24 min .	0
13	extremes of intimacy and spectacle , tragedy and hope fuse in a tidal wave of visuals and music , giving rise to a unique , artistic experience that reflects the vision of a brave new globalized world .	0
14	in the months that followed , he gave dozens of talks on four continents , conducted scores of interviews , and wrote a book 9-11 that was published in 22 countries and became a surprise bestseller in many of them , including japan .	0
15	while staking out his next assignment -- the innocent girlfriend of his notorious boss -- contract killer malik reflects on the dark path he 's chosen but can not escape .	0
16	when she was a little child she was given up for adoption and now she is ready to discover the story of her life .	0
17	playwright siddalee walker , on the verge of opening a new play , gives a magazine interview in which she discusses her unhappy childhood .	0
18	a go ! ! ! `` and the paper is dated with the year 2003 .	0
19	and to make matters worse , he 's been replaced by a man with a moustache !	0
20	she also has an ulcer and does n't get much sleep .	0
21	he is a cop , and chances are he 's going to make some trouble for vince too .	0
22	after spending the night in the wilderness , sarah runs into peter , a survivalist type dressed in full combat gear , who promises to lead her out of the woods .	0
23	joanna , a young wife and mother , moves from manhattan to the upper-class suburb of stepford , connecticut .	0
24	carlton `` niche `` james ( cory barlog ) tries desperatly to meet women .	0
25	a group of kids are driving to new mexico to get drugs when their car breaks down in front of a slaughterhouse where a family of cannibals live .	0
26	fred , daphne , velma , shaggy and scooby soon realize that they can not solve this mystery without help from each other .	0
27	now the lives of these alberta everymen are brought to the big screen by documentarian ferral mitchener in an exploration of the depths of friendship , the fragility of life , growing up gracefully and the art and science of drinking beer like a man .	0
28	the homespun musician could n't have done it without the support of his family , friends , lovers and the neighborhood kids he called 'starchildren ' , all of whom paint the big picture of bruce 's life legacy and 'dimension of imagination ' .	0
29	fate steps in and throws the unlikely pair together for one night .	0
30	people were fleeing away from the air raids on kandahar , herat and others cities and villages .	0
31	but career pressure , burned toast and dirty laundry erode any feelings of tenderness , and they never seem to find enough time for their six-year-old son , benny .	0
32	[ i ] t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop is n't as funny as it should be .	1
33	adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .	1
34	it may be an easy swipe to take , but this barbershop just does n't make the cut .	1
35	. . . while dark water is n't a complete wash ( no pun intended ) , watched side-by-side with ringu , it ultimately comes off as a pale successor .	1
36	while the costumes hint at changes beneath the surface , it is abbass ' performance , as she vacillates flawlessly between muted hausfrau and shining hoofer , that reveals the depths of her transformation .	1
37	i liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere .	1
38	if you liked the 1982 film then , you 'll still like it now .	1
39	watching `` ending `` is too often like looking over the outdated clothes and plastic knickknacks at your neighbor 's garage sale . you ca n't believe anyone would really buy this stuff .	1
40	what bloody sunday lacks in clarity , it makes up for with a great , fiery passion .	1
41	an effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence .	1
42	you would n't want to live waydowntown , but it is a hilarious place to visit .	1
43	it 's incredibly enjoyable to watch derrida pick apart , and fight against , the very process and premise of making a film about someone , particularly him .	1
44	although trying to balance self-referential humor and a normal ol ' slasher plot seemed like a decent endeavor , the result does n't fully satisfy either the die-hard jason fans or those who can take a good joke .	1
45	writer-director stephen gaghan has made the near-fatal mistake of being what the english call 'too clever by half . '	1
46	the entire movie is filled with deja vu moments .	1
47	credit director ramsay for taking the sometimes improbable story and making it feel realistic .	1
48	labute 's careful handling makes the material seem genuine rather than pandering .	1
49	what can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?	1
50	it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media . . . to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks .	1
51	it 's a great american adventure and a wonderful film to bring to imax .	1
52	suffers from unlikable characters and a self-conscious sense of its own quirky hipness .	1
53	a nicely constructed film with an unusual , though not unheard-of theme for chinese cinema .	1
54	fun , flip and terribly hip bit of cinematic entertainment .	1
55	adaptation is intricately constructed and in a strange way nails all of orlean 's themes without being a true adaptation of her book .	1
56	there 's a fine chemistry of contrasts between lau 's exuberance and the quiet , slow-burning intensity takashi sorimachi brings to his role .	1
57	what makes blade 2 marginally better than blade , especially if you thought the first was a hollow spectacle ? it has a plot .	1
58	with the exception of mccoist , the players do n't have a clue on the park . the acting is n't much better .	1
59	disappointing in comparison to other recent war moviesM-^Eor any other john woo flick for that matter .	1
60	windtalkers celebrates the human spirit and packs an emotional wallop .	1
61	a smart , steamy mix of road movie , coming-of-age story and political satire .	1
62	'blue crush ' swims away with the sleeper movie of the summer award .	1
63	provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views .	1
