	sentence	label
0	the story is risen out of the conflicts between the white anglo-saxon `` natives `` and the irish immigrants coming into the five points .	0
1	it may only be the third date , but tony knows it 's time to pop the question and make the beautiful , shy katrina his wife .	0
2	the inside story sees dean olsen ( curry ) finding a mysterious book in the cellar of his uncle 's ( tingwell ) old house .	0
3	set in hounslow , west london and hamburg , the film follows two 18 year olds with their hearts set on a future in professional soccer .	0
4	a dutch girl is getting sick of always losing her boyfriends , so when she loses her newest `` gain `` she decides to follow max ( her friend ) to new york where he 's starting a carreer as an actor .	0
5	she finds out that the truth about both her parents is very revealing , shocking at times , but comes to terms with her past .	0
6	bob dobalina is an award-winning copywriter who really wants to be a screenwriter .	0
7	the truly independent film , the after school special , was a simple story that said so much and touched people in so many ways .	0
8	lauren hynde ( shannyn sossamon ) is technically a virgin .	0
9	for once the kids do n't let sam down - and they 're not likely to forget the lessons they 've learned .	0
10	suddenly a hand can do something no hand has done before and lips something no lips have ever done .	0
11	kat and shaun are both bandleaders struggling to make a name for themselves in the contemporary music industry .	0
12	a bad and bloody gang war is about to erupt on the dysfunctional streets of brooklyn .	0
13	april 's shower is a comedy about love , romance and expectation .	0
14	we also catch a glimpse of the band 's ideas about performance from the blend of footage from concerts , television , music videos , and other media .	0
15	but throughout these years , she keeps in touch with her mother via letters to prison .	0
16	he led a bleak life , stuck in a boring routinity created by his ambition to become a sucessfull producer in one jakarta 's leading tv station .	0
17	`` ox `` anderson , much greener , is also getting the same new task : protect the navajo codetalkers ( ben yahzee and charles whitehorse , respectively ) .	0
18	besides being performers , they are also political activists - in aids awareness , anti-gay violence , the sex workers movement and the struggle against the extreme right and racism .	0
19	she spends the night with pqd , one of the musicians .	0
20	the visionary quest begins on the operating table , where a surgeon grafts a prototype ocular implant into his eye socket .	0
21	slim , otis , frank and alex ( three boys and a girl ) form a group of snowboard and skate young bank robbers .	0
22	disturbing for its unabashed honesty , our cast of characters both love and despise each other , their very actions acknowledging the pressures inherent in a tightly bonded peer group .	0
23	sean , an all go no quit , military driven high school student recieves a video tape of a brutal murder .	0
24	chance is a black comedy about how hard it is to find `` the one `` .	0
25	plot strands involve a trio of lost transvestites , two girls who never leave the toilets , a pair of innocent under-age drinkers and a guy who is determined to pierce his genitalia , but the central story follows ali as she sets out to humilate her former lover , mike , who slept with another woman .	0
26	while on a ski trip , one of them finds passion with a beautiful girl after a random accident on the icy slopes .	0
27	ted runs next door to attest his true feelings for the only woman he could ever love - and sure enough - it works !	0
28	this means that his superiors hold him in high regard for his unblemished reputation and excellent track record .	0
29	witt plays a young harvard graduate who also represents grant 's character .	0
