sentence	label
john holmes was considered the link between eddie nash and the home in which the massacre took place .	0
the result of a weekend affair he had back at the height of his fame produced olivia , a newpaper delivery girl for the south wales echo .	0
the security housing unit houses the hardest criminals inside marquezas prison , located in the swamps of mexico 's state of cormelos .	0
a team of experts must return back in time and replace the butterfly .	0
cabin fever sets in , and the border between fact and fantasy begins to distort .	0
he returns with his wife , mercedes , an argentinean he met in spain , and his two adolescent children , mateo and cayetana , born in the same country and forced into a land they know only throught the biased tales of their parents .	0
she must finally step out of her rarefied world and confront the assumptions on which she 's built her whole life .	0
william winslow `` ( ron perlman ) , the chief psychiatrist at brookdale .	0
director kevin bray excels in breaking glass and marking off the `` miami vice `` checklist of power boats , latin music and dog tracks . he does n't , however , deliver nearly enough of the show 's trademark style and flash .	1
i 'm not exactly sure what this movie thinks it is about .	1
the movie is amateurish , but it 's a minor treat .	1
a magnificent conjuring act , an eerie historical mirage evoked in a single sweeping wave of the hand by alexander sokurov .	1
clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .	1
an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood .	1
it 's a compelling and horrifying story , and the laramie project is worthwhile for reminding us that this sort of thing does , in fact , still happen in america .	1
francophiles will snicker knowingly and you 'll want to slap them .	1
