sentence	label
just as steven spielberg directed stanley kubrick 's 'a . i . ' ,	0
johnathan accepts and learns the ropes of rollerball : the players are on rollerblades , trying to bring a heavy metal ball into a high goal .	0
but as the roles get bigger , the competition gets stronger , the stakes get higher , and now with an undercover thespian cop on his trail , max must struggle with his ongoing road to success and the choices he 's made .	0
naturally , our boys band together and go for the bronze !	0
cancelling a trip to disney world with his son , he decides to bring the boy along .	0
the they also find themselves in a battle to hold on to their discovery before it falls into the hands of their rival , fergus wolfe .	0
together they discover that a corporation funds and is profitting from the plantation-like work environment they are forced to work under .	0
however , after an inexplicable letter arrives , any signs of normalcy in his life begin to fade .	0
has something to say . . . but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller .	1
how i killed my father is one of those art house films that makes you feel like you 're watching an iceberg melt -- only it never melts .	1
it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .	1
not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .	1
alternative medicine obviously has its merits . . . but ayurveda does the field no favors .	1
gangster no . 1 is solid , satisfying fare for adults .	1
looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .	1
when it comes to entertainment , children deserve better than pokemon 4ever .	1
