sentence	label
tinke , a 9-year-old orphan from the wilderness , struggles to find her unknown , rich grandparents .	0
as in his previous films , this kurdish director is again focusing on the oppression of his people .	0
a seasoned call girl is offered a way out of the business if she uncovers a blackmail ring in a house of prostitution .	0
the film 's fly-on-the-wall technique succeeds in capturing the day-to-day existence of sister helen and the various residents of the home .	0
she is married to henry bauford ( linus roache ) son of a wealthy british industrialist , when she encounters nick callahan ( clive owen ) a renegade doctor , whose impassioned plea for help to support his relief efforts in war-torn africa moves her deeply .	0
but nobody figured sam decker and his juvenile delinquents into the equation .	0
she is the supply teacher of the 6d , the worst group of st-c & # 233 ; cile elementary school .	0
her mother , ingrid , is a beautiful , free-spirited poet .	0
bernal 's transformation from naive priest to tortured adulterer to hard-nosed careerist is riveting .	1
for all the charm of kevin kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .	1
director rob marshall went out gunning to make a great one .	1
it is , by conventional standards , a fairly terrible movie . . . but it is also weirdly fascinating , a ready-made eurotrash cult object . it is also , at times , curiously moving .	1
. . . if you 're just in the mood for a fun -- but bad -- movie , you might want to catch freaks as a matinee .	1
equilibrium the movie , as opposed to the manifesto , is really , really stupid .	1
a sugar-coated rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .	1
has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested .	1
