sentence	label
too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience 	0
lack-of-attention span 	0
of a war zone 	0
does n't have anything really interesting to say 	0
amy and matthew have a bit of a phony relationship , but 	0
an all-time low 	0
would probably be duking it out with the queen of the damned for the honor . 	0
proved too difficult 	0
crocodile hunter has the hurried , badly cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster 's path of destruction . 	0
looking down at your watch and 	0
wasted nearly two hours of your own precious life 	0
from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams 	0
, rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer 	0
lost his touch , bringing off a superb performance in an admittedly middling film 	0
its absurdities and crudities 	0
` nature ' loves the members of the upper class almost as much as they love themselves . 	0
as the most offensive action 	0
most devastating flaw 	0
follows the formula , but throws in too many conflicts to keep the story compelling . 	0
thumbs down due to the endlessly repetitive scenes of embarrassment 	0
making ararat far more demanding than it needs to be 	0
by the most random of chances 	0
to face frightening late fees 	0
guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves 	0
that a subject as monstrous and pathetic as dahmer 	0
if welles was unhappy at the prospect of the human race splitting in two , he probably would n't be too crazy with his great-grandson 's movie splitting up in pretty much the same way . 	0
a formula that worked five years ago but has since lost its fizz 	0
suffer ' 	0
what 's hard to understand is why anybody picked it up . 	0
add up to little more than a screenful of gamesmanship that 's low on both suspense and payoff 	0
bombastic and ultimately empty world war ii action 	0
in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo 	0
genuinely moving 	1
headline-fresh thriller 	1
a delightful romantic comedy with plenty of bite 	1
colorful bio-pic 	1
spy kids 2 also happens to be that rarity among sequels 	1
i 've never seen or heard anything quite like this film , and i recommend it for its originality alone 	1
allows each character to confront their problems openly and honestly 	1
hilarious ) 	1
clever , 	1
successful 	1
because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet 	1
that 's because panic room is interested in nothing more than sucking you in ... and making you sweat . 	1
wilco fans will have a great time 	1
in entertaining 	1
's a great american adventure and a wonderful film to bring to imax 	1
even more remarkable 	1
portrays their cartoon counterparts well ... 	1
impressed by the skill of the actors involved in the enterprise 	1
, the film is , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan . 	1
trusted audiences 	1
a temporal inquiry 	1
when all is said and done , she loves them to pieces -- and so , i trust , will you . 	1
we 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in fire that makes the formula fresh again 	1
to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit 	1
a nicely 	1
beautiful film to watch 	1
the best in recent memory 	1
makes good b movies ( the mask , the blob ) 	1
you enough to feel good about 	1
the proper conviction 	1
you 'll have a good time with this one too 	1
no real surprises -- but still quite tasty and inviting all the same 	1
