	question	option1	option2	label
0	To prepare to have a baby in the hospital,	visit before hand and tour the labor and delivery department.	try not to overthink it and go into it without any expectations.	0
1	The install baseboards to a wall in your home,	use a brad nailer to shoot brads through the baseboard into the wall.  Put putty in the holes, sand off the putty, then paint the baseboard the desired color.	use a brad nailer to shoot tonys through the baseboard into the wall.  Put putty in the holes, sand off the putty, then paint the baseboard the desired color.	0
2	blankets	can warm a person efficiently	can warm a room efficiently	0
3	make a wild cherry drink	1 oz Ron Zacapa 25 yr    1 oz Kappa Pisco    .75 oz Velvet Falernum    .5 oz lime juice    .75 oz grapefruit juice    .75 oz pineapple juice    .25 oz amarena cherry        Instructions:    Mix all the ingredients. Shake and strain into a tall glass. Serve in a tall glass full of ice. Add a cherry and a pineapple leaf. Garnish with a cherry and pineapple leaf.	1 oz Ron Zacapa 25 yr    1 oz Kappa Pisco    .75 oz Velvet Falernum    .5 oz lime juice    .75 oz grapefruit juice    .75 oz pineapple juice    .25 oz amarena cherry        Instructions:    Mix all the ingredients. Shake and strain into a tall bowl. Serve in a tall glass full of ice. Add a cherry and a pineapple leaf. Garnish with a cherry and pineapple leaf.	0
4	To peel strips out a cucumber, you can	Use a potato peeler	Use a wallpaper remover	0
5	What kind of container can you use to brew Rhubarb - Champagne yourself at home?	You can use a gallon water container, wash and dry thoroughly before beginning.	You can use a storage container, wash and dry thoroughly before beginning.	0
6	To wash apples,	put them in the sink and run water over them in a colander.	put them in the sink by dropping them into the sink basin and running water over them.	0
7	How can I make a hammock resistant to rain?	Add a tent over the top made of a plastic tarp.	Add a tent over the top made of a plastic net.	0
8	How to decorate car canopy planters.	Fill the rest of the planter with soil and plant drought-resistant plants.	Fill the rest of the planter with wood chips and plant drought-resistant plants.	0
9	What adhesive metal should you use when soldering glass?	Solder won't stick to glass by itself--you need another metal on the surface to hold it in. Adhesive copper foil will wrap around the edge of the glass you want to solder.	Solder won't stick to glass by itself--you need another metal on the surface to hold it in. Adhesive rubber foil will wrap around the edge of the glass you want to solder.	0
10	Make a crown.	Use gold shiny fabric and cover a wide headband with it, next cover some cardboard with the shiny fabric and glue it to the headband. Put sparkles on the entire thing and wear it.	Use a long dress makers tape measure. cut it to fit around the head. tape some straws to the tape measure and paint the entire business with gold paint. Wait for it to dry and then tie it to the head.	0
11	how do you wear a pad?	line it up on your underwear.	line it up on your pants.	0
12	how do you clammer something?	hit it	tap it.	0
13	push pin	pinning  poster to a wall	pinning  person to a wall	0
