sentence	label
Abbas Apologizes to Kuwait for 1990 PLO Stand  KUWAIT (Reuters) - Mahmoud Abbas, on the first visit by a  top PLO official to Kuwait in 14 years, apologized to the Gulf  state for the Palestine Liberation Organization's failure to  condemn Iraq's 1990 invasion of its small neighbor.	0
Movie critical of the treatment of Muslim women created an outrage AMSTERDAM, NETHERLANDS - A Dutch filmmaker who outraged members of the Muslim community by making a film critical of the mistreatment of women in Islamic society was gunned down and stabbed to death Tuesday on an Amsterdam street.	0
Democratization of Europe Europe #39;s integration project is historically unprecedented. For the past millennium, Europe has lived in an uneasy equilibrium, giving birth to every great empire that dominated and pacified the world in the last 500 years.	0
Greece in a furor over Macedonia name A US decision to call Macedonia,  quot;Macedonia, quot; has raised the ire of Greece, which is threatening to keep the country out of the European Union.	0
Tokyo Stocks Advance in Early Trading (AP) AP - Tokyo stocks opened slightly higher Tuesday following Wall Street's modest gains. The dollar was up against the Japanese yen.	0
Ex-Kosovo Rebels Face First Hague War Crimes Trial  AMSTERDAM (Reuters) - The first international war crimes  trial of Kosovo Albanians began on Monday, with three former  rebels accused of imprisoning and murdering suspected  collaborators and Serb civilians during the 1998-99 conflict.	0
Vote Count in Disputed Afghan Poll Delayed (Reuters) Reuters - Afghan officials delayed counting ballots\in a historic presidential election on Monday to deal with\complaints of fraud, but several of the candidates appeared to\be pulling back from an initial decision to boycott the vote.	0
Bush defends action against Iraq President Bush backs his policy on Iraq, despite confirmation that Saddam Hussein did not have WMD.	0
Blast in Gaza Home of Hamas Man Kills 4 - Medics GAZA (Reuters) - An explosion tore through the home of a senior Hamas militant in Gaza on Wednesday, killing at least four people and wounding him and about a dozen other Palestinians, medics said. 	0
Priest #39;s Arrest Fuels Anger of Supporters of Aristide Human rights groups in Haiti and abroad are protesting the detention of the Rev. Grard Jean-Juste, a well-known Roman Catholic priest and vocal supporter 	0
Gunmen kill Iraqis working for US Insurgents kill 21 Iraqis, mostly civilians working for the US military, in separate attacks across the country.	0
Kidnappings Dog Kabul 3 Years After Taliban Defeat  KABUL (Reuters) - Three U.N. workers remained hostages of a  Taliban faction despite hopes they would be freed by the Muslim  festival of Eid which began on Saturday, the third anniversary  of the Taliban's flight from the Afghan capital.	0
"Melissa Etheridge Has Cancer, Cancels Tour LOS ANGELES - Singer Melissa Etheridge has been diagnosed with breast cancer and has canceled upcoming tour dates to undergo treatment, her publicist said Thursday.    Etheridge, 43, will undergo surgery and a ""speedy and complete recovery"" is expected by her doctor, publicist Marcel Pariseau said in a statement..."	0
Iraq to Widen Arms Amnesty Iraq's interim government will declare\a nationwide arms amnesty next week, but insists the city of Fallujah must turn in foreign militants or face assault,	0
Sudan dismisses threat of UN sanctions UNITED NATIONS - Sudanese President Omar el-Bashir said Sunday he isn #39;t afraid of threatened sanctions by the United Nations.  quot;We are afraid neither of the UN nor of its resolution, quot; el-Bashir was quoted as saying by state-run television.	0
Bush leaves for overnight trip to Canada in effort to force closer ties (Canadian Press) Canadian Press - WASHINGTON (CP) - President George W. Bush left early Tuesday for his first official visit to Canada since he was re-elected in an effort to forge friendlier ties.	0
Trulli to race in Japan, Brazil Jarno Trulli will replace Toyota #39;s Ricardo Zonta in Japan, before sending F1 veteran Olivier Panis into retirement one grand prix early as the season ends at Interlagos.	1
American League Game Summary - Kansas City at Tampa Bay Tampa Bay has won six of eight against the Royals this season, but Kansas City holds a slight 14-13 edge since the start of the 2001 campaign...Bell has seven career games against the Royals and is 2-0...Bell made his first start of the month and made his 	1
USA #39;s Hull fumes over benching Former Red Wing Brett Hull won #39;t be in the lineup again tonight, when the United States faces Russia in the quarterfinals of the World Cup of Hockey, and he #39;s not happy about it.	1
Mourning #39;s first game after transplant NBA star Alonzo Mourning came back to the court Thursday night in a Nets 2-point-win over the 76ers. BEIJING, Oct. 29 (Xinhuanet) -- NBA star Alonzo Mourning came back to the court Thursday night in a Nets 2-point-win over the 76ers.	1
OLYMPICS  #39;WILL MAKE 100m PROFIT #39; More than 100million profit is expected to be made from staging the 2012 Olympic Games in London, it has been claimed. The estimate forms part of the London 2012 bid book handed into the International Olympic Committee on Monday.	1
Football Press Conference Set For Thursday Morning OXFORD, Miss. - A press conference to announce the hiring of a new head football coach at The University of Mississippi has been scheduled for Thursday morning, December 16, at 10:00 am, in the new Indoor Practice Facility.	1
Top-Seed Spadea Advances at Millennium (AP) AP - Top-seeded Vincent Spadea beat qualifier Hugo Armando 6-3, 1-6, 6-4 Friday night to reach the semifinals of the Millennium International Tennis Championships.	1
Utah #39;s Meyer to pick Florida over Notre Dame today? Maybe Urban Meyer is notheaded to Notre Dame after all.According to a report in the Palm Beach Post, Meyer has beenmade an offer to replace Ron Zook as Florida #39;s coach and isexpected to accept it as early as Friday afternoon.	1
Holtz bids farewell as Spurrier waits in wings COLUMBIA, SC ---- As South Carolina coach Lou Holtz left the game he #39;s cherished for 33 seasons, he couldn #39;t resist poor-mouthing himself one last time.	1
Bloodied Harpring Leads Jazz Over Kings (AP) AP - Matt Harpring had 10 points and nine rebounds despite missing much of the first half with a bloody nose, and rookie Kris Humphries scored 13 in the Utah Jazz's 101-88 preseason victory over the Sacramento Kings on Friday night.	1
Houston to host 2006 NBA All-Star Game Houston, TX (Sports Network) - The NBA announced on Tuesday that the 55th annual All-Star Game will be played in Houston #39;s Toyota Center during the 2006 season.	1
Golf: Singh fires final round 69 to win third straight event FARMINGTON, United States : Vijay Singh shot a three-under par 69 to win the 4.2 million dollar PGA event and capture his eighth title of 2004.	1
