premise	hypothesis	label
Man in black prepares to celebrate his birthday by blowing out the candles on his cake.	It's a man's birthday.	0
The sun is blazing through the trees onto a green tent in the woods.	the sun is shining.	0
a woman sits on a log near the water.	Woman sits outside near water	0
Band performing at a show.	A band plays on stage.	0
A black man wearing a blue hat and brown jacket playing drums in the hall.	A dark skinned man plays drums inside.	0
A group of people are sitting around a white table with small white bowls and spoons on it.	A group of people are sitting a table with bowels and spoons.	0
A young lady with an umbrella is walking by while two women are adoring the adorable puppy one gentleman was walking.	a bunch of people walking outside	0
Two people are standing outside a store on a city street.	Two people are outside.	0
An Asian man in a white tank-top kicking a punching bag in a gym.	The Asian man in the gym is working on his kicks.	0
A large man with long hair holding a bottle of wine, relaxing in a chair.	A large man is relaxing in a chair with wine.	0
Small Korean war honor guard getting ready for the parade as a small group of onlookers sit on the sidewalk.	A group of people sit on a sidewalk.	0
A man in a red shirt and black vest is playing the guitar.	a guitar is being played	0
The person in red and black is laying on a bench under a black umbrella.	a person has a umbrella	0
Multiple people at a gathering under a pavilion in the snow.	A group at an outside event in the winter.	0
Three hockey players in red jerseys are standing together holding hockey sticks.	Three hockey teammates in red dresses are holding their sticks.	0
Two kids playing on a pebble beach by the water	Two kids were playing on a pebble beach.	0
A dirt racer in the desert.	A person is riding a vehicle in a dry-looking area.	0
A young woman, sitting, holds up a sign protesting BP.	A person is sitting.	0
A child playing with water noodles in a pool.	A kid is in a pool	0
A construction worker peering over a ledge.	A human peering.	0
A woman wears an Egytian-like headdress.	A woman is wearing something in her hair.	0
A man with short hair wearing a white t-shirt takes a photo at the top of the hill of the grass and trees.	The man in the t-shirt is taking a photo at the top of the hill.	0
A group of people near a fishing port.	The group is gathered down at the dock by the port.	0
A person is riding an orange kayak down a series of short waterfalls and rapids.	A person is riding a kayak down a short waterfall.	0
Three hockey players are engaged in a game.	They are playing a game.	0
greyhound dogs are running towards camera on a track.	greyhound dogs are running towards camera.	0
An accordion player accompanies a man and woman who are dancing a tango on a city street as several passersby watch.	a person plays an accordion for a man and woman who are dancing tango on a city street	0
Three men work on the ground, two digging and one putting mortar on a wall.	Three men are working on a construction site.	0
A man in a blue hat is watching something that is happening off-camera.	The man is not looking at the camera.	0
An older gentleman and an elderly lady are talking to two younger ladies in uniform on an urban street.	There are people over the age of thirty.	0
There is a woman, who is all dressed up in a beautiful multicolored tutu with a tiara, doing a split in midair for a performance.	The woman is wearing a tiara.	0
A man with something orange on his helmet riding a bike in a busy setting.	The man is riding a bike.	0
A man wearing cutoff shorts, a tank top, and green sneakers sitting in a garden with a beer.	A drunk man is drinking in a garden	1
Two teenagers interacting with the elder population.	Some kids read to old people.	1
2 girls laying down on the grass.	They girls are watching the clouds float by.	1
A dog sled with two passengers travelling through the snow.	The tourists are enjoying a sled ride with dogs.	1
A woman with her face painted wears silverware like a necklace and a crown.	A woman wears odd jewelry from her grandparents silver collection.	1
A woman in white jacket snowboarding at a park.	She is cold.	1
A woman with glasses is looking at a gray laptop with two other people at a table in a yellow room.	The other two people in the yellow room were hispanic.	1
Two young people sitting inside a window with an airplane outside.	Two people beside window with an airplane outside.	1
Construction workers are laying bricks in the median of a train station.	Construction workers lay black bricks in a median.	1
A boat with people and their belongings is in the water.	The boat is moving across the surface of the water.	1
A performer wearing stilts, which are covered by her white pants, is walking in a parade.	Someone is chasing a person on stilts.	1
A man checking the temperature of a lady with an ear thermometer.	The man is worried about the women's high temperature	1
A woman wearing black is hugging a child.	A greiving mother holds her last child.	1
A man with black hair and glasses is talking into a microphone.	A man stands in front of the croweded auditoriium and introduces us to the next band.	1
A show horse being ridden by a woman in jockey clothes is about to jump over a white steeple on a green field in front of a parking lot with camper vans in it.	A show horse being ridden by a sexy woman is about to jump over a big white steeple on a green field in front of a parking lot with camper vans in it.	1
A woman using her cellphone on a sidewalk with three people talking amongst themselves in the background.	a woman is talking about the three people behind her	1
A young asian woman wearing long shorts and a gray collared t-shirt is sitting on a wooden bench.	A young asian woman sits on a wooden bench waiting for her friend.	1
A baseball player in a white uniform is throwing the ball to another player at a base.	There is a baseball player in a tournamet.	1
Three ladies loaded down with bags and a stroller make their way down a crowded sidewalk.	A group of woman push a little girl in a stroller through the crowded market place.	1
A family sitting around a patio table smiling at the camera.	The family was happy.	1
The badgers' pom team pose for a photo.	The badgers' pom team are cheering at a game.	1
A man walking behind a red truck near a storefront.	The man is carrying the goods to his truck.	1
With flowers in the foreground, a man in a blue striped shirt bikes past a large white building.	The scene takes place in Austin, TX.	1
A female belly-dancer with two large fans, in front of a band.	A woman is teaching a belly dancing workshop.	1
Strolling down path to nowhere.	Tall humans strolling.	1
A man dressed in an army uniform next to a person with a green shirt hanging from a pole.	there is a person dressed in his pajamas standing next to another person wearing overalls standing near the telephone booth	1
Some people are paddling in an air filled raft.	Some people are going rafting.	1
Children smiling and making faces to the camera.	The children have downs syndrome.	1
Four people in a room with a table full of books.	They are preparing to read a book.	1
Two people wearing skis stand looking at a mountain.	Two brothers stand near a mountain.	1
A marching band does a presentation.	A marching band practices for a parade.	1
A laughing woman is sitting on a patterned couch.	The woman is laughing at her own joke.	1
A happy little Asian girl is holding a water bottle.	The little girl holds an aquarium.	2
A dog jumps over a hurdle at a competition.	A dog is examined by a judge at a competition.	2
A group of people wearing white clothing and red sashes walk down a street.	dog chases cat	2
One dog shaking the water off, getting a second dog wet	A group of dogs wrestling in the mud.	2
Two men are sitting in chairs in the water fishing.	Two men are on a train.	2
A man in green and white is riding on a bicycle.	A man rides a llama.	2
A man stands on a ladder while in a construction zone.	A man is sitting on a couch.	2
A child is observing a chicken in a cage.	The child is looking at a fox.	2
Two people sit on a dock with a sunset in the background.	The man and woman fall asleep on the plane.	2
A man in a gray t-shirt and jeans smiles at the camera while sitting in a crowd at an outdoor event.	a farmer picks lettuce for a markey	2
Two people with hard hats on standing on a brick wall.	A group of females parading outside.	2
Two chefs standing in front of a large boiling pot offer a spoonful of their dish.	Chefs are eating.	2
The football player in white is defending against the player in red who is running with the ball.	The Team is playing tennis	2
Several young women walking along a beautiful hallway	Women are driving down a hallway.	2
There is a man in an orange shirt sitting down with a puppy and ladies in white in the background, facing the opposite direction.	A man is wearing an all black suit.	2
People watching a skateboarding competition, while a person skateboards.	People watching a BMX bike riding competition.	2
Three people walking along rocks, going to go fish	Three people are sitting down.	2
A girl surprised with a phone call from an old friend.	A girl sleeping in bed.	2
A person is running past a large display of plants and flowers.	A person is jumping off a plane.	2
Group of people watching a skateboarder do tricks at a skate park.	Group of people watching a BMX rider do tricks at a skate park.	2
Toddler playing with plastic toy set.	A teenager is playing on the phone.	2
