	sentence	label
0	black picket fence is director 's sergio goes ' poignant portrait of the bleak realities of life in the public housing projects of brooklyn 's east new york , one of the inner city 's most dangerous and violent neighborhoods .	0
1	in order to make something of himself , dean assumes another identity and manages to enter high society .	0
2	three astronauts crash land on an earth-like planet after returning from a 7-year long expedition to ganymede .	0
3	the story begins with the discovery that otte 's visa is being withheld by the ghana embassy in holland due to a controversy in the press .	0
4	the film follows fictional movie star gray evans through the disintegration of his marriage , his gradual mental breakdown , and his increasing obsession with a young film student who reminds gray of his own life before becoming famous .	0
5	the internment of 120 , 000 innocent people was a dark moment in the history of this country .	0
6	this idyllic existence is upset by the arrival in the village of anita rutter and her dysfunctional family .	0
7	a squad of british soldiers on training in the lonesome scottish wilderness find a wounded special forces captain and the carnaged remains of his team .	0
8	believing that he is the `` world 's greatest swordsman , `` juan antonio merrily accepts the challenge until he learns that the duel will be fought with pistols , not swords .	0
9	the young man looks for comfort in his father , but he 's to occupied with winning the eurovision song contest .	0
10	once in ghana , otte is called before the chief 's council to explain what happened .	0
11	a wedding with stifler orchestrating the correlating social event . . .	0
12	for example , she collects cans and bottles to recycle from the beach and buys fish food with the money she makes , then paddles out in the ocean to feed the fish there .	0
13	it is no coincidence that funding for `` anti-graffiti `` campaigns often outweighs funding for the arts .	0
14	two angels realize that the babies have been switched , and decide to try and find the antichrist and prevent the end of the world .	0
15	'wheatfield with crows ' takes the life of vincent van gogh and sets it in the modern day music industry .	0
16	perky , perfect carolyn and her alpha omega pi sisters plan to win sorority of the year by impressing the greek council with a killer charity : coaching mentally challenged athletes for the regional challenged games .	0
17	for diane , oscar fills a void in her life .	0
18	the career of a disillusioned producer , who is desperate for a hit , is endangered when his star walks off the film set .	0
19	against improbable odds , they race towards a thrilling , climactic confrontation on the mysterious isla de muerta .	0
20	over months of improv work in the studio , they transform a haunting holocaust legacy into a disturbing theater piece .	0
21	billy is now ready to play the ultimate showman !	0
22	he 's got the rap , the charm and his little black book weighs several pounds .	0
23	what he finds is a pocket of life that seems to be in another era , where prejudice and intolerance are accepted , where the small minds of angry men call the shots and where one woman attempts to save him and fails .	0
24	club le monde follows an evening out at a seedy nightspot .	0
25	aida ( yvette freemen ) is the overworked er nurse treating frankie 's fractures .	0
26	at the age of 34 , with no producing credits to his name , he landed a job as chief of production at paramount pictures .	0
27	ben stiller and jack black star as tim and nick , best friends , neighbors and co-workers , whose equal footing is suddenly tripped up when one of nick 's harebrained get-rich-quick schemes actually succeeds : vapoorizer , a spray that literally makes dog poop , or any other kind for that matter , evaporate into thin air -- to where exactly is anyone 's guess .	0
28	after two years seperated , they are mysteriously joined together to solve a case on spooky island .	0
29	( king plays a `` russian mob princess `` ; roden plays an evil kung fu master who is seeking the scroll ) based on the very underground comic book , an immortal tibetan monk ( chow ) finds a mentor in a young street kid ( scott ) whom he can teach to protect the ancient scroll he 's been guarding for the last sixty years .	0
30	set in the rugged mountains and lush , untamed forests of the pacific northwest , tribe of joseph is an engrossing tale of troubled youths plucked from the familiarity of their urban lives and transported into the alien isolation and life or death danger of a survivalist existence .	0
31	jamie has a `` to-do `` list for her life and also a very big secret she must keep from landon .	0
32	the movie slides downhill as soon as macho action conventions assert themselves .	1
33	this documentary by stacy peralta makes a convincing case on behalf of skateboarding , of all things , as a catalyst for this change , and for some delinquent youths in a derelict los angeles neighborhood as its agents .	1
34	usually when i get this much syrup , i like pancakes to go with it .	1
35	it 's unnerving to see recoing 's bizzarre reaction to his unemployment . good film , but very glum .	1
