	question	option1	option2	label
0	Deskin a roasted pepper on the stove.	Place roasted peppers in a pot of water with a lid. Heat the pot and let steam build up. The skins will disconnect from the pepper.	Place roasted peppers in a pot of water for 2 hours. Heat the pot and let steam build up. The skins will disconnect from the pepper.	0
1	Protect glass cups when moving.	Store cups in socks.	Store cups in underwear.	0
2	For an indoor garden, it is essential that the space for the garden	Has access to electricity for the lights	Has access to wind power for the lights	0
3	how do you cancel something?	stop it.	start it.	0
4	To cut a strip of silver, you can	Use a jewelers saw to carefully cut the metal	Use a table saw to carefully cut the metal	0
5	Make a blooming onion.	Cut slices into the top of the onion, stopping before slicing all the way through, until it begins to open and feather out. Coat in deep fry batter and fry.	Slice several small onions and coat them with baking mix. Lay them out in the bottom of a greased cookie sheet in the form of a flower and then bake until golden.	0
6	How to construct your brass key?	Place lamination of thin brass sheet around a balsa wood core. Glue to the wood. Decide on the pattern of the top and cut it out with a jig saw. Sand down with a belt sander.	Place lamination of thin brass sheet around a balsa wood core. Tape to the wood. Decide on the pattern of the top and cut it out with a jig saw. Sand down with a belt sander.	0
7	How can you reduce a throbbing headache?	Take a lime, cut it in half and rub it on your forehead, it will help reduce your headache.	Take a piece of sandpaper, cut it in half and rub it on your forehead, it will help reduce your headache.	0
8	blender	chops fruit 	chops diamonds 	0
9	how to cook multiple quasadillas at once	Cook quesadillas next to each other instead of one tortilla stacked on top of the other	Cook quesadillas on top of one another instead of one tortilla stacked on top of the other	0
10	To put new strings on a violin.	Take the old strings off and then wrap the new strings between the face of the violin and the pegs.	Take the old strings off and then wrap the new rags between the face of the violin and the pegs.	0
11	how to identify orions belt	. If you go outside and look south to southeast before dawn now, you'll notice Orion's Belt, which consists of a short, straight row of medium-bright stars. Just draw a line through Orion's Belt and extend that line toward the horizon. You'll easily spot Sirius, the sky's brightest star.	If you go outside and look south to northeast before dawn now, you'll notice Orion's Belt, which consists of a short, straight row of medium-bright stars. Just draw a line through Orion's Belt and extend that line toward the horizon. You'll easily spot Sirius, the sky's brightest star.	0
12	how to use a compass	To use a compass, hold the compass flat on your outspread hand in front of your chest. Next, turn the degree dial so that the orienting arrow lines up with the magnetic arrow inside the compass. Then, look at the travel arrow on the baseplate of the compass to tell you which direction you're facing.	To use a compass, hold the compass at a diagonal angle on your outspread hand in front of your chest. Next, turn the degree dial so that the orienting arrow lines up with the magnetic arrow inside the compass. Then, look at the travel arrow on the baseplate of the compass to tell you which direction you're facing.	0
13	To get the proper texture on the cheese of a pizza,	cook the pizza under a broiler in the oven.	cook the pizza under a low temperature.	0
14	trucks	carries boats 	carries highrise 	0
15	To organize your clothes in your closet	Start by sorting them by seasons	Start by mixing them up by season	0
16	How can I store contacts without a lens case?	Use a clean empty prescription bottle.	Use a full prescription bottle.	0
17	how do you play hide and seek?	everyone hides while one person counts. when the person is done counting, they go around looking for people who are hiding. whoever is found first, counts next.	every one hides all at once.	0
18	To smooth down the outside of a homemade ring.	Wrap some masking tape around a large drill bit so that it is slightly larger than the inside of your ring. Twist your ring onto the bit, making sure it's held firmly in place. If it's still loose, add more tape then try again. Once the ring is on the bit, attach the bit to an electric drill and turn it on.        Wrap a small piece of wood in sandpaper, and hold the spinning ring against it to smooth the outside of the ring. Use increasingly higher grits to get it nice and smooth. Use a rough cloth once you're done sanding for a finishing touch.	Wrap some masking tape around a large drill bit so that it is much larger than the inside of your ring. Twist your ring onto the bit, making sure it's held firmly in place. If it's still loose, add more tape then try again. Once the ring is on the bit, attach the bit to an electric drill and turn it on.        Wrap a small piece of wood in sandpaper, and hold the spinning ring against it to smooth the outside of the ring. Use increasingly higher grits to get it nice and smooth. Use a rough cloth once you're done sanding for a finishing touch.	0
19	To make a magnetic clasp for the wooden wallet,	take two magnetic strips and glue each side to the interior back and the interior of the flap. Make sure that the magnetic strips align when closed.	take two magnetic strips and glue each side to the exterior back and the exterior of the flap. Make sure that the magnetic strips align when closed.	0
20	How to make DIY Paper Leaves	To make DIY Paper Leaves, first gather your materials. You'll need Craft Paper; Pencil; Scissors; Craft Glue	To make DIY Paper Leaves, first gather your materials. You'll need Craft Paper; Pencil; Small torch; Craft Glue	0
21	What can you do with your key if you are on a run or hike with no pockets?	Clip the key or key ring into the loop at the back of your baseball cap to keep it with you.	Clip the key or key ring into the loop at the back of your baseball glove to keep it with you.	0
22	To get the wrinkles out of clothes quickly.	Throw clothes in the dryer for 5-10 minutes with a few ice cubes.	Throw clothes in the dryer for 5-10 minutes with a hair dryer.	0
23	To get permanent marker off of walls.	Use toothpaste and scrub the spot with a rag.	Use canola oil and scrub the spot with a rag.	0
24	microwave	can bend  two forks 	can bend  stainless steel bucket 	0
25	How do you crumble Feta cheese?	Hold a chunk in your hand, then rub it back and forth with your finger tips, making bits crumble off.	Hold a chunk in your hand, then rub it back and forth with your finger tips, making bits stick together.	0
26	To plug a sega genesis controller into an atari 2600.	Just physically plug the it in.	Use a screwdriver to screw in the Genesis to 2600 adapter before use.	0
27	Push kid on swing at a distance.	Attach a rope to swing seat and pull.	Attach a rope to swing rope and pull.	0
28	nail file	smooth the  nail  edge 	smooth the  skin  edge 	0
29	To add new music to an MP3 player without paying for it,	go to a library and find CD's that you can download onto your laptop.	go to a music store and record the sound of the previews for albums.	0
30	To get the edges of pie crust to stick together.	Brush one half of the pie crust disc with water before folding, then crimp with a fork.	Brush one half of the pie crust disc with water before folding, then crimp with a spatula.	0
31	sponge	can be chewed by teeth for fun	can be chewed by box cutter for fun	0
32	How to make you child eat their dinner.	Tell them it is the last meal of the day and if they still complain, threaten to ground them from washing dishes and chores.	Tell them it is the last meal of the day and if they still complain, threaten to ground them from tv and video games.	1
33	How to color R2D2's body with paint.	Using a paintbrush and a picture of the robot, dip your paintbrush in pink paint to color the entire outer layer white. Then, dip another paintbrush with the color blue and paint the areas that are supposed to be blue.	Using a paintbrush and a picture of the robot, dip your paintbrush in white paint to color the entire outer layer white. Then, dip another paintbrush with the color blue and paint the areas that are supposed to be blue.	1
34	rolling pin	can be used to pound meat for meatballs	can be used to pound garlic for meatballs	1
35	stone	can be ammunition for a gun 	can be ammunition for a slingshot 	1
36	To make sure that you are happy with your hair and makeup for your wedding,	have the artist try several looks on the big day.	have the artist do a test run before the big day.	1
37	Store saw blades easily.	To keep the blades in order, create Paper towel tubes. Get a paper towel insert and crimp the 2 ends. Glue one end on the tube and add saw blades. Crease the top of the tube to close.	To keep the blades in order, create PVC tubes. Get a piece of PVC tubing and 2 end caps. Glue one end cap on the tube and add saw blades. Top with other end cap.	1
