	question	option1	option2	label
0	To carry groceries into the house easily.	Keep an empty laundry basket in the car and use that to put lots of groceries in.	Keep a full laundry basket in the car and use that to put lots of groceries in.	0
1	How to secure a rubber to the back of a pencil?	slice the rubber to your desired size then place it against the end of a pencil with some rubber glue to secure it	slice the rubber to twice your desired size then place it against the top of a pencil with some rubber glue to secure it	0
2	Make uncut bag for lawn mower.	Attach grocery bag to mower handle to collect things that can't be mowed like pine cones.	Attach grocery bag to mower wheels to collect things that can't be mowed like pine cones.	0
3	To carve a pattern into a privacy fence.	Draw your pattern onto a wooden sheet of fence with a pencil first. Next you will need a jigsaw or manually controlled router. Cut a hole in the wooden sheet with a drill bit, so that you can get the saw into the wood to start cutting. Cut along the lines of the pattern, trailing on the inside.	Draw your pattern onto a wooden sheet of fence with a pencil first. Next you will need a jigsaw or manually controlled router. Cut a hole in the wooden sheet with a box cutter, so that you can get the saw into the wood to start cutting. Cut along the lines of the pattern, trailing on the inside.	0
4	One wishes to craft an image of Dr. Doom.	One should build the item out of cardboard.	One should build the item out of metal.	0
5	To keep a worm farm moist what should you do?	Pour one liter of water over the entirety of the soil.	Pour one liter of soda over the entirety of the soil.	0
6	how do you go to the air force?	get sworn in by actual officials.	sign up online.	0
7	How to easily fade jeans?	Rest the jeans in a bucket of water for a day then hang outside on the washing line for a few days in dry weather	Rest the jeans in a bucket of water for a minute then hang outside on the washing line for a few hours in wet weather	0
8	placemat	protects a table from stains	protects napkins from stains	0
9	How to turn on location services in android	Swipe your finger down from the top of the screen, toward the bottom. Click the button at the top, second from the left, that looks like a map marker.	Swipe your finger up from the bottom of the screen, toward the top. Click the button at the top, second from the left, that looks like a map marker.	0
10	How do I get the mailman to stop leaving packages outside my front door?	Leave him a note on the front door to leave them in the back of the house.	Leave him a note on the front door to leave them in the front of the house.	0
11	How can I cover the doorknob hole on an old door?	Cover with a piece of plywood and attach with wood glue.	Cover with a piece of plywood and attach with pins.	0
12	What are the best topping to use on a pizza?	It all depends on what everyone like	You should only make them for what you like.	0
13	how do you use tape?	stick it on what you want to tape and on what you want to tape it to.	stick it on what you want to tape.	0
14	How do you clean wood floors?	The best solution for cleaning wood floors is one cup of vinegar mixed with one gallon of water. Immerse a clean mop into the solution and wring it until it is damp-dry.	the best solution for cleaning wood floors is one liter of vinegar mixed with one gallon of water. Immerse a clean mop into the solution and wring it until it is damp-dry.	0
15	How to dry your laundry.	Put them in the dryer machine or hang them outside on a dry line.	Put them in the dryer machine or hang them outside over a tree branch.	0
16	Clean rust from a piece of jewelry?	Apply rust remover to the area that is rusted and once removed, polish it lightly to smooth it out	Apply dust remover to the area that is rusted and once removed, polish it with water to smooth it out	0
17	How do I store the paint in my pocket watercolor set?	Pour out some wet paint from watercolor tubes into the paint sections. Leave the tin open for a couple of days until the paint has dried. You can re-wet the paint when you want to use it.	Pour out some wet paint from watercolor tubes into the paint sections. Leave the tin open for a couple of days until the paint has mixed together. You can re-wet the paint when you want to use it.	0
18	How can I make a cute holder for towels or mail?	Slice a gash about 1/3 way through a tennis ball, put on googly eyes, mount the ball on the wall, then stick mail, towels or whatever in it's mouth.	Slice a gash about 1/3 way through a bowling ball, put on googly eyes, mount the ball on the wall, then stick mail, towels or whatever in it's mouth.	0
19	index card	can rip  with scissors that are casted	can rip  with two hands that are casted	0
20	To change the dimensions of a piece of metal, you can	Use an angle grinder	Use a piece of sandpaper	0
21	Prevent table cloth at park from blowing away.	Use a fitted bed sheet.	Use a fitted shirt.	0
22	How do I put a 1 1/8 inch hole in the wood?	Place a 1 1/8 inch auger bit in a hand drill and drill a hole in the proper location by cranking the drill in a clockwise direction.	Place a 1 1/8 inch auger bit in a hand drill and drill a hole in the proper location by cranking the drill in a counterclockwise direction.	0
23	How to sharpen the end of a stick to a point.	Take a knife and sharpen the edges until it comes to a point.	Take a knife and sharpen the middle until it comes to a point.	0
24	How to protect your eyes while using woodworking tools.	You can protect your eyes while using woodworking tools by wearing safety glasses.	You can protect your eyes while using woodworking tools by keeping your eyelids tightly closed to keep out sawdust.	0
25	How to attach the ropes to the exercise machine base?	Holding the 6’ board assembly right up against the 33.25” base board, fasten it down with all three hinges side by side, using 1.25” screws.	Holding the 6’ board assembly right up against the 33.25” base board, fasten it down with only one hinge side by side, using 1.25” screws.	0
26	How do you oxidize your copper ring?	Use clear nail polish to coat it so it stays nice	Clean it with soap and water so it stays nice	0
27	To get a brown, thick crust on homemade bread.	Simply place an oven-safe pan with a couple inches of water on the lower rack of your oven when baking bread. I also bake my bread at 425 degrees Fahrenheit (approximately 35 minutes for a standard size loaf), which helps with the crust as well.	Simply place an oven-safe pan with a couple inches of water on the lower rack of your oven when baking bread. I also bake my bread at 625 degrees Fahrenheit (approximately 35 minutes for a standard size loaf), which helps with the crust as well.	0
28	How to charge your apple watch.	Place the watch on its charger and let sit overnight.	Place the watch on its charger and make sure it charges to 100%, if you take it off earlier it could potentially limit the battery life.	0
29	What supplies are needed to make a string lamp shade?	-A balloon        -Cotton thread (or yarn)        -A light bulb with its fixture        -White glue	-A balloon        -Cotton thread (or yarn)        -A light bulb without its fixture        -White glue	0
30	how do I cook banana squash	Cut your banana squash in half.    Scoop out seeds.    Bake at 375, open face down on baking sheet for 30 minutes.    Cut off the skin of the banana squash, and cube the flesh.    In a skillet, melt some butter, mix squash in with brown sugar, and heat until sugar is melted, and squash is coated.    Serve warm.	Cut your banana squash in half.    Scoop out seeds.    Bake at 375, open face down on baking sheet for 30 minutes.    Do not cut off the skin of the banana squash, and cube the flesh.    In a skillet, melt some butter, mix squash in with brown sugar, and heat until sugar is melted, and squash is coated.    Serve warm.	0
31	how do you find the contact us link on mturk?	scroll to the bottom of the page.	scroll to the top of the page.	0
32	how to make almond butter with mixed berries toast	Toss 1/2 cup each raspberries and blueberries with 1 teaspoon each lemon juice and chopped tarragon. Spread almond butter on 4 slices blanched and pureedmultigrain bread. Top with the berry mixture and drizzle with honey.	Toss 1/2 cup each raspberries and blueberries with 1 teaspoon each lemon juice and chopped tarragon. Spread almond butter on 4 slices toasted multigrain bread. Top with the berry mixture and drizzle with honey.	1
33	How to do a push up.	Place feet not farther than 6 inches apart. Hands shoulder width apart. Keep you body in a straight line. Bend your back to lower your body as a single unit until you upper arms are parallel to the ground. Return to starting potion.	Place feet not farther than 12 inches apart. Hands shoulder width apart. Keep you body in a straight line. Bend your elbows to lower your body as a single unit until you upper arms are parallel to the ground. Return to starting potion.	1
34	To attach positive and negative wires to a circuit board, you can	Glue them on so they stay in place	Solder them on so they stay in place	1
35	broom	can be made from a hat 	be turned into a hat 	1
36	wire	can be used to tie up net for cheese making	can be used to tie up cheese cloth for cheese making	1
37	How To make Easy Chocolate Ganache	To make easy chocolate ganache, put chocolate chips in a large bowl and cool cream over top. Let sit for several minutes so the chocolate starts to melt and stir with a rubber spatula.	To make easy chocolate ganache, put chocolate chips in a large bowl and pour hot cream over top. Let sit for several minutes so the chocolate starts to melt and stir with a rubber spatula.	1
38	To prepare the maple wood for the tray file project	Measure the wood and cut it.	Measure the wood first according to the right thickness and width and mark it with pencil and you are ready to cut the wood using a wood saw.	1
39	To shoot a bow and arrow,	notch the arrow into the string with the pointy end facing towards from you.  Pull back on the draw string until fully retracted, then release.	notch the arrow into the string with the pointy end facing away from you.  Pull back on the draw string until fully retracted, then release.	1
40	how do you kiss someone?	purse your lips and blow it with your hand on that person.	purse your lips and pat them on that person.	1
41	To make a Blind Russian cocktail	Using a measuring shotglass, measure 4 oz Bailey's Irish cream, Chocolate Syrup, 3/4 oz Kahlua, 1/2 ounces Butterscotch morsels, and pour into a cocktail glass. Taste for consistency, and add almond milk to thin if necessary.	Using a measuring shotglass, measure 4 oz Bailey's Irish cream, Chocolate Syrup, 3/4 oz Kahlua, 1/2 ounce Butterscotch schnapps, and pour into a cocktail glass. Taste for consistency, and add almond milk to thin if necessary.	1
42	To start a campfire,	pour hot water on it, flick a lighter or strike a match, and apply fire where you poured to the hot water.	pour starter fluid on it, flick a lighter or strike a match, and apply fire where you poured to the starter fluid.	1
43	To save money on a big vacation,	plan it during the holiday months when specials are out.	plan it during the months when travel is less common.	1
44	How to prevent static on clothing from the dryer?	Run the dryer cycle until dry and then let it hang dry for a while before wearing the clothing	Run the dryer cycle only half way and then let it hang dry for the remainder of the drying time	1
