sentence	label
How would you feel if you woke up tomorrow and humans weren't on top of the game anymore?	0
Is the heart responsible for understanding?	0
I don't want to go to school.?	0
What color were Queen Elizabeth's eyes?	0
is it true with four face buddha?	0
what does roquefort le pont means?	0
Why is Kylie Minogue seen as a gay icon?	0
What is hesychasm?	0
"Why do teens use the phrases ""you're gay"" or ""that's gay"" more than all other phrases to express disagreement?"	0
For the mothers in the world, would u allow your son to get away with this crap ?	0
Do the Living possess a SOUL? And if so, is it only humans that have a SOUL or every living thing?	0
What is the point?	0
can u go to heaven if u've had pre-marital sex? if u have repented?	0
what do you like more? chrismas or easter?	0
Ganesha... and How to pray to Ganesha?	0
Rapunsel had long hair, Sleeping Beauty slept, What gimmic that Jesus used captured your imagination most?	0
how abs works?	1
What are the disadvantages of using surface weather maps to forecast weather?	1
what  constellations stars where out in the past week?	1
how hot is the sun?	1
why can't I go faster then light?	1
what is Mashroom Phenomena?	1
Does the substance Pseudoderm exist?	1
in biology what is kinesthetics?	1
As light intensity increases, the rate of photosynthesis:?	1
Why is glass vessel in vacuum flask is silvered?	1
Is Granite intrusive or extrusive?	1
How are artificial chromosomes made?	1
how many feet are in one meter?	1
Its math, anyone got a good website?10points for the first person with a GOOD answer?	1
How many kg of copper sulfide could be formed from the reaction of 0.90 mol of copper with excess sulfur?	1
Name the machines which enable us to update the Periodic Table?	1
Can a trigger thumb be successfully treated nonsurgically?  If so, how do you treat it?	2
do tampons harmful??????	2
10 points! Please take this test!?	2
I will prefer to say that every person will have MPD(Multiple Personality Disorder).  Do You Agree with me??	2
What is the best argument against banning smoking in all public places?	2
when someone's glands are swollen a lump must be present were it is swollen at?	2
testies of a person r not at proper place. one of them come at right place time to time ,anohter never comes?	2
what could cause a swollen lymph node followed by a painful sore throat?	2
During winter my smaller toes (last two) get bluish, and burning sensation?	2
Is it true that...?	2
Where is the butterfly race taken in?	2
Is there a cancer risk when reusing a water bottle (i.e. aquafina)?	2
In a few weeks im taking my boyfriend to get a pedicure with me?	2
Has anyone used Instead Softcup while having sex?	2
Wouldnt it make more sense if 'Crabs' were called COCKROACHES?	2
I like this guy but he made a totaly embarassing comment about me!!!?	2
If John Quincy decides to run for congress. What are his options? He is 27 yrs. old and been citizen for 8 yrs	3
What are Koala's habits?	3
determine budget in project management?	3
life quote, saying, and poems?	3
What were your plans for prom?	3
do you know how the uniform looks for International Arts Business High School?	3
where is the best place to find military training outside the military?	3
Crowd went there to see te humiliores eradicated and many striking matches.?	3
Help me with Earth Science?	3
what do i do?	3
what is a good career to get into without 8 years of college?	3
where can I find some good notes to study for a global regents?	3
You Flip a coin and toss a number 1-6  dice \nwhat are ur chances of getting heads and a 2 \non the dice?	3
does anyone know what product/company has a man walking a cow logo?	3
pls l need an explanation about what happened to Adolf Hitler .?	3
If pro is the opposite of con, is progress the opposite of congress?	3
What is canonical cover in functional dependency?	4
Could Win XP recovery discs for one PC be used to install an operating system on another PC without a system?	4
Have you had spoof mail from ebay or Paypal?	4
Ethernet question (and other forms of networking)?	4
can anyoneuseing mcintosh send e=mails ti some someone on windows?	4
where can i get study materials for microsoft exams for free?	4
is the lottary true? and how can i be sure?	4
how to re edit my questions on this site?	4
which is the latest version of microsoft windows.?	4
If I make my old internal hard drive into an external with an enclosure......?	4
how to download ati radeon 200g driver from internet tell me the site?	4
How can you repair a water damaged laptop on your own?	4
how do I get to my blog from my yahoo page?	4
I've just loaded a website to the web, and can see it through  all browser except AOL. Any suggestions ?	4
Hey help, for attaching file attach button is not working?	4
how do i gain access to a file that says access is denied?	4
Do you know where you can to go to college...........?	5
If Brazil wins the world cup in Germany, how many times will that make them world cup champions?	5
Does anyone know, where Cristiano Ronaldo lives?	5
is there anywhere i can see steve nash's wife?	5
who thinks chelsea is violent thats the only reason they drew with barcelona?	5
any mixed single tennis match?	5
what was the first people to discover the football and which year?	5
Who replaces Owen now ?	5
is JJ reddick in the NBA draft?	5
What country was Cuddicini born?	5
Week 13 QB?	5
How do you throw a cut fastball in baseball.?	5
Has anyone ever scored a hat-trick, 3 goals, in a world cup game ?? who did it, and when did they do it ??	5
does everyone know the difference between these things?	5
do ty law former new england patriot have a chat line?	5
How to save the WWE?	5
Whats your fave thing to do when its raining?	6
where can i find a computerised cotton spinning plant quotation to import in sudan?	6
how can I find what the fair market value of a house was in 1983?	6
What are some lucrative career fields that most people don't know about?	6
What do you do when your oldest brother just up and moves out because he turned his back against God.?	6
do internet retail sites make money?	6
how to submit my web page?	6
What accounting issues does the Sarbanes-Oxley Act of 2002 address?	6
Does Mark Percival Really Hate Christmas?	6
how can interest rate be managed by an investor,trader,and dveloper?	6
How can I stop getting walked all over from being so nice?	6
What is the best way to invest?	6
Joke: What do you do if your Girlfriend Starts Smoking?	6
I am 15 years old and I live in Connecticut and I am in desperate need of a job, how should i approach this?	6
Is it true that rubbing a hickey with a penny makes it disappear faster?	6
Do i need a license to run an empolyment agency?	6
What is the plumber's friend?	7
If it takes one man 1 hour to dig a hole, how long will it take 2?	7
Who are you glad to see eliminated from The Amazing Race?  Who do you think will win?	7
what is the meaning of asta la vista baby?	7
"Can anyone recommend a musical group that sounds just like ""The Sundays""?"	7
Who is your favorite female model,singer or actress?	7
"Why is Chris Brown's shirt partially censored in the videos ""Run It"" and ""Yo""?"	7
"What's that commercial where a guy is driving, lost, and ""carol of the bells"" is playing, but with diff words?"	7
Who read the trilogy book by Ted Dekker- Black, Red, White? What are your thoughts? It's an excellent trilogy!	7
Anyone for blonde counselling?	7
What is the most romantic Metal song?	7
so who is your favourite........?	7
does anyone know any good free song download sites that are legal?	7
Who was voted off american idol tonight, i missed it?	7
Is there any fans of Taylor Rain?	7
I in a relationship and i want to change because im with a smart nice girl and people bring up old things?	7
MEN answer this pleeeeez?	8
What is more attractive ?	8
Wedding VS. Guys?	8
my neighbors kids?	8
what does a.g stands for?	8
how to be more outgoing. help?	8
Should I dump him before the holidays?	8
help...(guy problems)?	8
there's this guy i like and he likes me at least i think so...it's complicated... HELP!?	8
I need some unique/fun date ideas.  Any suggestions?	8
If a man falls in love with a Transsexual, Does that make him gay???	8
why does it hurt so much to have you heart broken?	8
if a 19 year old falls in love with a 40 year old women?	8
A guy i like seems very shy and only talks to me online. How can I get him to talk to me in person?	8
How do you find out if someone likes you or not?	8
i love somegirl but i can't tell her what should i do?	8
What is the first day of spring in 2006?	9
What are the names of the most popular and famous NGOs in Europe, North America & New Zealand?	9
MI5 dals with internal affairs, MI6 deals with foreign affairs, who are MI1, 2, 3 & 4?	9
Per year, what % of average people need a lawyer for something in their lives & how many actually get one?	9
I want to know about TDCJ/sentencing time.?	9
A neiboor of mine just enlisted in Air Force Reserves as MP,he said that he will not be deployed why?	9
what is bureaucrat capitalism?	9
Prince Charles promoted again?	9
If Gerald Ford croaks soon will he get full state funeral like Reagan?	9
Can Taser guns be bought by anybody?	9
