	question	option1	option2	label
0	How do I smooth the edges of the board ?	Use a sander with 120 grit paper, you might want to use a drill with a sanding attachment for the holes, or you could also sand it by hand.	Use a sandblaster at 120 psi, you might want to use a drill with a sanding attachment for the holes, or you could also sand it by hand.	0
1	Prevent cat damage on Christmas tree.	Hang tree from ceiling.	Hang tree from ceiling fan.	0
2	where to poop?	in a toilet	in a bag	0
3	how to store seasoned salt	Store in an airtight container in a cool, dry place for up to 1 year.	Store in a loose container in a cool, dry place for up to 1 year.	0
4	How do I spray with polyurethane?	Polyurethane comes in spray paint bottles. After purchasing a bottle shake it and spray it about a foot away from the surface and let it dry according to the instructions on the bottle before repeating.	Polyurethane comes in spray paint bottles. After purchasing a bottle shake it and spray it about 6 feet away from the surface and let it dry according to the instructions on the bottle before repeating.	0
5	Tighten a screw.	Insert a scredriver into the exposed end of the screw and turn clockwise to tighten.	Insert a scredriver into the exposed end of the screw and push inward to tighten.	0
6	Clean dried sticky soda out of a soda bottle	Run hot water into the bottle until full, let sit overnight, empty out water, fill with 1 tbsp of soap, fill with water, place lid on, shake for 2 minutes, rinse clean with warm water	Run hot water into the bottle until full, let sit overnight, empty out water, fill with 1 tbsp of soap, fill with water, shake for 2 minutes, rinse clean with warm water	0
7	blender	can sit atop stool 	can support the weight of a stool 	0
8	How can I get rid of a migraine?	Put hands in ice water and flex a few times.	Put hands in boiling water and flex a few times.	0
9	To make sodium carbonate, you can	Bake baking soda in the oven for an hour	Bake lemon lime soda in the oven for an hour	0
10	How do you make homemade popsicles from koolaid?	Make Koolaid according to packet directions; pour into popsicle mold. Freeze for two hours.	Make Koolaid according to packet directions; pour into popsicle mold. Freeze for two minutes.	0
11	how do you use a lifejacket in water?	wear it in the water.	wear it after you're in the water.	0
12	How to make Peach Liqueur sauce at home.	Mix 2 cups chopped  Peaches, 1/4 cup water, 1/2 cup peach brandy, 1 cup sugar and stir over medium heat on stove for 30 min.	Mix 2 cups Pure Grain Alcohol, 1/4 cup water, 1/2 cup peach brandy 1 cup sugar and stir over medium heat on stove for 30 min.	0
13	netting	can catch butterflies from the woods	can catch fish from the woods	0
14	transfer items from cutting board	use a bench scraper	use a piece of saran wrap, and wrap tightly	0
15	vise grip	squeezing a bolt to loosen it	squeezing a nut to loosen it	0
16	To form apple galettes.	Take rectangular sheets of puff pastry. Spread almond cream on top and then place slices apple on top of the cream.	Take rectangular sheets of apple slices. Spread almond cream on top and then place puff pastry on top of the apple.	0
17	How can I cure glasses that have been painted with acrylic?	Place in the oven on low heat for a few minutes.	Place in the freezer in a bag for a few minutes.	0
18	how to make clear ice	boil water before freezing	add a pinch of salt before boiling.	0
19	To  get rid of pimples naturally at home.	Apply tea tree oil on the affected area daily.	Apply apple cedar vinegar mixed with water daily on the skin for best results.	0
20	If you need a fire and can't find kindling	Use Doritos, the oil will burn.	Use Pretzels, the oil will burn.	0
21	To light a candle that's wick is really, low,	turn the candle upside down, keeping the lighter upright.	put the lighter at the bottom near the wick and ignite it.	0
22	How to make raspberry cloud cups	"To make raspberry cloud cups, immediately after they are removed from the oven, press down on them with the back of a spoon to create an indent or ""cup""."	To make raspberry cloud cups, immediately after they are removed from the oven, press down on them with the back of a spoon to create an open,doughnut-like effect.	0
23	What is the best way to make a one-tree hammock?	Tie on end of the hammock from the trunk of the tree and the other end to a rope that is tied from a strong branch of that tree.	Tie one end of the hammock to the truck of the tree and the other end to the truck of another nearby tree to ensure balanced height.	0
24	Keep the attic cool.	Place air vents in to each end and add vent fans facing out.	Open the door to the attic and point a fan up at it. Turn the fan on full blast.	0
25	To make your own wet wipes,	mix together a cup of warm water with a few drops of essential oil and a teaspoon of unscented body wash. Place folded paper towels into a resealable plastic bag and pour the solution inside.	mix together a cup of warm water with a few drops of essential oil and some unscented body wash. Place folded up rags into a grocery shopping bag and pour the solution inside.	0
26	potholder	covers a hand completely	covers a head completely	0
27	How to make holes for airflow.	Using a drill, place the tip of the drill where you would like the hole to be in. Drill the holes throughout the table.	Using a screwdriver , place the tip of the screwdriver where you would like the hole to be in. Drill the holes throughout the table.	0
28	To drain the juice from the coconut without having to remove the entire the husk.	Take a sturdy knife and make a triangular cut into the husk until you reach the nut. Continue cutting through the nut until you can drain the juice.	Take a sturdy knife and make a triangular cut into the husk until you reach the nut. Stop cutting through the nut when you can reach the nut.	0
29	How to upload a video to Facebook	Log in to Facebook and go to your home page/profile. Click on the “photo/video” button in the “what’s on your mind” section. Press and upload a video from your phone’s album.	Log in to Facebook and go to your home page/profile. Click on the “photo/video” button in the “what’s on your mind” section. Press and unload a video from your phone’s album.	0
30	Make eggs last longer.	Coat them with mineral oil.	Coat them with fish oil.	0
31	How do you clear water from a snorkel?	Blow hard into the mouth piece to blow the water out of the snorkel tube.	Suck hard into the mouth piece to swallow the water out of the snorkel tube.	0
32	To create a flower shape for a necklace using seed beads.	Thread the beads through elastic and shape the elastic accordingly.	Thread the beads through wire and bend the wire accordingly.	1
33	Clean an egg shell	Take a dull end of a butter knife and tap on the top of an egg shell over a small bowl, once cracked remove about the top the egg shell with your knife, empty egg contents into bowl, rinse the egg shell clean with warm water, sit on a piece of paper towel to dry for an hour	Take a dull end of a butter knife and tap on the top of an egg shell over a small bowl, once cracked remove about 1/4 of the top the egg shell with your finger, empty egg contents into bowl, rinse the egg shell clean with warm water, sit on a piece of paper towel to dry for an hour	1
34	To prepare garlic for baking, you can	Cover it in seran wrap	Cover it in aluminum foil	1
35	paper clip	can be dyed with ice crusher 	can be dyed with paint 	1
36	magazine	beat Giraffes to death	beat flys to death	1
37	Weave three strands of thin wire to make one thicker wire.	Take three equal lengths of wire and fix them to a object.  Take the left most strand and wrap it around the center and right strand.  Keep wrapping that strand until it runs out.  The left strand should be twice as long as the center and right.	Take three equal lengths of wire and fix them to a object. Take the left most strand and cross over the center strand.  Take the right strand and cross over the new center strand.  Take the left most strand and cross over the center strand.  Repeat until finished.	1
38	To make homemade magnetic silly putty,	take regular silly putty, form it into a bowl shape, put some aluminum oxide and knead till it is mixed and the texture is grainy.	take regular silly putty, form it into a bowl shape, put some iron oxide and knead till it is mixed and the texture is grainy.	1
39	After making homemade BBQ sauce, you should	Let it sit in the fridge for 24 days before serving	Let it sit in the fridge for 24 hours before serving	1
40	How can I easily squeeze lemons without a citrus juicer?	Use a pair of kitchen tongs, place the whole lemon between the two parts of the tong and squeeze outside the tongs and juice.	Use a pair of kitchen tongs, place the cut lemon between the two parts of the tong and squeeze outside the tongs and juice.	1
41	How do you get grease off of a stove top?	Remove heating coils and grease catchers first. Mix 1 part sugar water and 1 part white vinegar in a spray bottle. Spray this over the grease and allow to sit for about 10 minutes. Scrub with a damp rag to remove burnt on grease.	Remove heating coils and grease catchers first. Mix 1 part lemon juice and 1 part white vinegar in a spray bottle. Spray this over the grease and allow to sit for about 10 minutes. Scrub with a damp rag to remove burnt on grease.	1
42	how do you drive when it's raining	keep your speed at 60mph.	keep your speed at 30mph.	1
43	Remove frost from car window.	Spray window with windex, then wipe away.	Spray window with alcohol, then wipe away.	1
44	To make your own buttermilk if you don't have any on hand.	Simply add 1 tablespoon of cranberry juice or white vinegar to 1 cup of milk. It works just the same as store-bought buttermilk in any recipe.	Simply add 1 tablespoon of lemon juice or white vinegar to 1 cup of milk. It works just the same as store-bought buttermilk in any recipe.	1
45	How to wash curtains and blinds?	Run the shower with some laundry detergent and a small amount of lemon juice, place the curtains and blinds in the shower and leave them to soak over night, then run cold water on them and hang them in the bath	Run the bath with some laundry detergent and a small amount of lemon juice, place the curtains and blinds in the bath and leave them to soak over night, then run cold water on them and hang them over the shower	1
46	Best way to avoid a barbed wire	To make use of the depth of the barbed wire is the best way.	Make use of the gaps attached to the fence.	1
47	Learn how to soak a ring before using a cleaning paste.	Put a cup of water into the measuring glass and microwave to a boil, remove the glass from the microwave and place the ring in the water and add citric acid to soak for five minutes.	Put a cup of water into the measuring glass and microwave to a boil, remove the glass from the microwave and place the ring in the water to soak for five minutes.	1
48	Where can I find a gazelle	The most common place to find them is in the plains of Colorado	The most common place to find them is in the plains of Africa	1
49	How can I plant flowers without a planter?	Place a brick flat and fill the holes with dirt to plant flowers.	Place a cinder block flat and fill the spaces with dirt to plant flowers.	1
50	plate	can hold bin of fries	can hold basket of fries	1
51	How to flatten a metal bottle cap?	press the ends of the cap inward and then use a wooden mallet and hammer down on the cap until it is flat	press the ends of the cap outward and then use a rubber mallet and hammer down on the cap until it is flat	1
52	whiteboard	falls from ship 	falls from wall 	1
53	how do you trap something?	hold it.	catch it.	1
54	how do you pay for a hotel room?	give the front desk cash.	give the front desk your card information	1
