	question	option1	option2	label
0	how do you prevent getting pregnant?	take a birth control shot or a pill.	don't use any birth control.	0
1	How can I keep my pizza leftover from getting too chewy when microwaving?	Place a small cup of water in the oven when you are warming up pizza.	Place a small cup of bread in the oven when you are warming up pizza.	0
2	How to change the setting on a fan.	Find the controls for the fan and push the button that corresponds to the setting you wish to use.	Find the controls for the fan and pull the button that corresponds to the setting you wish to use.	0
3	What do you need to construct a miniature BBQ grill?	A miniature BBQ grill can be constructed with two large food cans, a saw to make a few careful cuts, some screws, a thick mesh screen, and a set of hinges.	A miniature BBQ grill can be constructed with two large oil cans, a saw to make a few careful cuts, some screws, a thick mesh screen, and a set of hinges.	0
4	How to glue inlays to neck of ukulele.	Using superglue, glue each inlay in the space you have marked for the neck of the ukulele. Wait to dry.	Using glitter glue, glue each inlay in the space you have marked for the neck of the ukulele. Wait to dry.	0
5	remove barcode stickers	soak a cloth in vinegar and rub	peel with a razor blade, and then rub with salt.	0
6	Prevent mess when peeling food.	Peel food over plastic bag, then toss.	Peel food with plastic bag.	0
7	How do you cut 90 pieces of wire 18 inches long in minutes?	Wrap wire around an 18 inch wide book and simply cut down the sides of the book with wire cutters.	Wrap wire around an 36 inch wide book and simply cut down the sides of the book with wire cutters.	0
8	how do you return a hit quickly on mturk?	press the return button on the top left.	press the return button on the bottom right.	1
9	pumice	can scrape concrete 	can scrape a nose 	1
10	How can you make a bug bite stop itching?	Rub the bug bite with a dry stick.  It will stop it from itching.	Rub the bug bite with a glue stick.  It will stop it from itching.	1
11	How to prepare carrots to make a baked cake with?	Slice the carrots and then salt them and retain any extra moisture	Shred the carrots and then salt them and strain off extra moisture	1
12	Is there an easy way to remove mud from the bottom of your shoes?	Remember to carry a cleaning brush with you if you are travelling by foot in a rainy area.	If the mud is still wet, let it dry first. When the mud is dry, take a brush and the shoes outside, and brush the mud off with a medium firm brush, making side to side motions until all the mud and dust comes away. Finally, wipe all surfaces with a soft cloth. If the mud is very caked on, you can also loosen it up with a paring knife. Just be careful you don't slice any holes in the shoe.	1
13	How to clear notifications on an android phone	slide your finger down on the screen from the very bottom to the top. Push the text that says CLEAR on the bottom right.	slide your finger down on the screen from the very top to the bottom. Push the text that says CLEAR on the bottom right.	1
14	To make maple-nut candies	In a bowl, combine equal parts powdered sugar and maple syrup and mix until uniform mixture is made, dip the nuts of your choice into mixture and eat them or serve them on a plate.	In a heated  sauce pan, combine equal parts powdered sugar and maple syrup and mix until uniform mixture is made, pour over nuts of your choice and place nuts in refrigerator to cool.	1
15	How to Inspire Students	If your students seem lethargic, try having them sit down and relax. Even a quick nap can wake people up.	If your students seem lethargic, try having them get up and move around. Even a quick stretch can wake people up.	1
