sentence	label
john holmes was considered the link between eddie nash and the home in which the massacre took place .	0
cabin fever sets in , and the border between fact and fantasy begins to distort .	0
just as steven spielberg directed stanley kubrick 's 'a . i . ' ,	0
johnathan accepts and learns the ropes of rollerball : the players are on rollerblades , trying to bring a heavy metal ball into a high goal .	0
a team of experts must return back in time and replace the butterfly .	0
but as the roles get bigger , the competition gets stronger , the stakes get higher , and now with an undercover thespian cop on his trail , max must struggle with his ongoing road to success and the choices he 's made .	0
naturally , our boys band together and go for the bronze !	0
she must finally step out of her rarefied world and confront the assumptions on which she 's built her whole life .	0
cancelling a trip to disney world with his son , he decides to bring the boy along .	0
the they also find themselves in a battle to hold on to their discovery before it falls into the hands of their rival , fergus wolfe .	0
the security housing unit houses the hardest criminals inside marquezas prison , located in the swamps of mexico 's state of cormelos .	0
together they discover that a corporation funds and is profitting from the plantation-like work environment they are forced to work under .	0
he returns with his wife , mercedes , an argentinean he met in spain , and his two adolescent children , mateo and cayetana , born in the same country and forced into a land they know only throught the biased tales of their parents .	0
william winslow `` ( ron perlman ) , the chief psychiatrist at brookdale .	0
the result of a weekend affair he had back at the height of his fame produced olivia , a newpaper delivery girl for the south wales echo .	0
however , after an inexplicable letter arrives , any signs of normalcy in his life begin to fade .	0
has something to say . . . but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller .	1
it 's a compelling and horrifying story , and the laramie project is worthwhile for reminding us that this sort of thing does , in fact , still happen in america .	1
how i killed my father is one of those art house films that makes you feel like you 're watching an iceberg melt -- only it never melts .	1
director kevin bray excels in breaking glass and marking off the `` miami vice `` checklist of power boats , latin music and dog tracks . he does n't , however , deliver nearly enough of the show 's trademark style and flash .	1
it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .	1
not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .	1
alternative medicine obviously has its merits . . . but ayurveda does the field no favors .	1
an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood .	1
a magnificent conjuring act , an eerie historical mirage evoked in a single sweeping wave of the hand by alexander sokurov .	1
clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .	1
i 'm not exactly sure what this movie thinks it is about .	1
francophiles will snicker knowingly and you 'll want to slap them .	1
gangster no . 1 is solid , satisfying fare for adults .	1
looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .	1
when it comes to entertainment , children deserve better than pokemon 4ever .	1
the movie is amateurish , but it 's a minor treat .	1
