sentence	label
Traits of Sex addict..?	0
What  should I do about the guy who just got outta prison for murdering my 2 yr. old daughter?	0
Why did india Reject Buddhism?	0
Is it possible to be so obsessed with dying that one forgets how to live?	0
what's your pet's name?	0
why in this forum there  lots of stupid and silly questions are asked??	0
What are your views on the following...?	0
when was the last time you broke the rules?	0
How did the NASA's aeroplane manuoeuvre to simulate the NO GRAVITY environment for training astronauts ?	1
Paradoxes of Motion? Who can argue?	1
Solve 0=2-2x-x^3?	1
does anyone have a formal defintion of what gears with lateral offset means?	1
What is the inverse of f(x)=e^x?	1
where do we get electricity?	1
which scientist devised the following formula: E=mc2?	1
Should doctors increase or decrease the period of antibiotic treatment for bacterial infections?	1
What can you recommend for allergies?	2
A question about relacore?	2
What does adequate mean?	2
What 3 most imp things a man should keep in mind when his partner is approaching orgasm? Only ladies answer.?	2
Reducing smoking....?	2
What does the female do in sex?	2
i neeed braces?	2
what size penis is perfect???	2
"What does the term ""tenfold"" mean?"	3
Ever hear of them?	3
When did World War 1 start? When did it end?	3
Any suggestions on how to disipline a child that doesnt apply their self in school. Serious suggestions please	3
"What does ""WTFWJD"" mean?"	3
any high school online classes that i can take for free? or that i can get my degree?	3
"Who said that ""it is better to teach a man to fish than to give him food""?"	3
im tring to find songs for children that have the muscial sheets to them?	3
i have tried all of the answers given so far but with no success, even clicking apply and restarting my system	4
what are the requirements for designing a good software testing environment?	4
what is use ms dose?	4
how can i upload my website for free?	4
MAC question. I want to make a movie on my mac using the mirrior feature.?	4
Yahoo Mail page buttons, Move, Mark, Reply, and Search Mail are not functioning. Need help, any and all kinds?	4
which site represents india.?	4
how do i know if i have have bluetooth on my pc?	4
date of super bowal sunday?	5
trying to find a rifle sling with shooting sticks inside that I saw on t.v a while back?	5
time for red sox game today?	5
when did manchester last won the perimeir ship?	5
What restaurants, pubs, etc. in MA or NH will show UFC 65 on 11/18?	5
Hi all i need help with finding REGAL boats parts in sweden can any help?	5
How can i train for Basketball?	5
do you think bruce  lee (if alive)can beat heavy weight champion  fedor?	5
Is Wal-mart good for Americans? Why and Why Not?	6
What is autosurfing and what is unethical about it?	6
what does carpe diem mean???	6
Had to wake up but I'm SO TIRED.. what do I do??!?	6
does auto insurance cover stolen in dash cd players.?	6
who thinks that god has a plan for all of us?	6
does anyone suffer from a uncontrolible bladder?	6
what is the biling address?	6
Have you ever met a celebrity you admired and they turned out to be a jerk?	7
Colin Fry and John Edwards accomplised mediums or just very good at cold reading and having info before show?	7
pls name some antichrist music bands and artists..... just 2 know?	7
THE GODFATHER III...  What the hell went wrong?	7
who is fitter? William Moseley or Skandar Keynes?	7
Whats the best song from The Doors ever?	7
what is a good rapper nickname?	7
Another Worst Poll Ever?	7
Are there any techniques to good oral sex?	8
does size really matters?	8
Guy I like hides his personal ad ? Cheater ?	8
Is he cheating on me?	8
I shaved my head and all of the sudden I am getting a lot of dates, why is that?	8
Ladies!     Honestly what is more important?  Length or Width?	8
"Ladies, is there a real falacy to the statement...""Friends first before being lovers""?"	8
need help?????????????	8
Why do liberals whine so much? Reminds of a room full of two year olds.?	9
WHATS going to  happent  to  iraq now?	9
How do I find local active warrents for Moberly Missouri?	9
Did you know that the White House drug test is multiple choice?	9
What is wrong wit you civilians?	9
Is money refundable?	9
Is it true that the flouride found in toothpaste and drinking water is actually a mind control agent?	9
Is it true that Cheney and Rumsfled called for the invasion of Iraq in 1998??	9
