sentence	label
bluster and 	0
burns gets caught up in the rush of slapstick thoroughfare . 	0
lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s . 	0
mediocre 	0
it feels more like the pilot episode of a tv series than a feature film 	0
from the dull 	0
poo 	0
is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill 	0
so bad in a major movie 	0
hungry-man portions of bad 	0
the tortured husband 	0
think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british 	0
a sequel you can refuse 	0
overly long and worshipful bio-doc . 	0
overlong documentary about ` the lifestyle . 	0
few sleepless hours 	0
bogs down in a surfeit of characters 	0
with tiny little jokes and nary an original idea 	0
its shortcomings 	0
grow boring ... which proves that rohmer still has a sense of his audience 	0
for every cheesy scene 	0
mostly fool 's 	0
no other purpose 	0
dying fall 	0
the lousy lead performances ... keep the movie from ever reaching the comic heights it obviously desired . 	0
doing nothing 	0
dabbles all around 	0
find yourself rooting for the monsters in a horror movie 	0
is ) looking down at your watch and realizing serving sara is n't even halfway through . 	0
absurdist 	0
is strictly routine 	0
red lights , a rattling noise 	0
like a badly edited , 91-minute trailer ( and ) 	0
of predictable narrative rhythms 	0
unfunny one 	0
hold dear about cinema , only now it 's begun to split up so that it can do even more damage 	0
most of jaglom 's self-conscious and gratingly irritating films 	0
not-so-funny 	0
been conjured up only 10 minutes prior to filming 	0
is sadly 	0
a characteristically engorged and sloppy 	0
if divine secrets of the ya-ya sisterhood suffers from a ploddingly melodramatic structure 	0
an instantly forgettable snow-and-stuntwork extravaganza 	0
sound like it was co-written by mattel executives and lobbyists for the tinsel industry 	0
the film has a problem 	0
simple misfire 	0
a besotted and obvious drama 	0
a very depressing movie 	0
the sorriest and most 	0
's a real shame that so much of the movie -- again , as in the animal -- is a slapdash mess 	0
loses its fire midway , 	0
that 's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer 	0
prove more distressing 	0
of how uncompelling the movie is unless it happens to cover your particular area of interest 	0
shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper . 	0
find anything to get excited about on this dvd 	0
quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and bruce willis with a scar 	0
bother if you 're going to subjugate truth to the tear-jerking demands of soap opera 	0
does n't offer much in terms of plot or acting 	0
sappy ethnic sleeper 	0
such a stultifying 	0
is n't very effective 	0
been told and retold 	0
the fun wears thin -- then out -- when there 's nothing else happening 	0
surprisingly powerful and universal 	1
the line between sappy and sanguine 	1
profundity 	1
archly funny 	1
a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over 	1
the result is somewhat satisfying 	1
soulful development 	1
has the twinkling eyes , repressed smile and determined face needed to carry out a dickensian hero 	1
he gives the story some soul 	1
great performances 	1
this beautifully animated epic is never dull . 	1
this bold move works 	1
he can outgag any of those young whippersnappers making moving pictures today 	1
future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized 	1
especially grateful for freedom 	1
action-packed an experience as a ringside seat 	1
some startling , surrealistic moments 	1
delightfully quirky movie to be made from curling 	1
, it 's awfully entertaining to watch . 	1
a heart , mind or humor of its own 	1
sweet as greenfingers 	1
well-made pb & j sandwich 	1
more timely in its despairing vision of corruption 	1
romantic comedy with a fresh point of view 	1
is uniformly superb 	1
this movie is to be cherished . 	1
's funny , 	1
that 's what i liked about it 	1
humor and humanity 	1
highly entertaining , self-aggrandizing , politically motivated 	1
erotically frank 	1
give what can easily be considered career-best performances 	1
it has its faults , but it is a kind , unapologetic , sweetheart of a movie , and mandy moore leaves a positive impression 	1
under the direction of spielberg , who does a convincing impersonation here of a director enjoying himself immensely 	1
with a game supporting cast 	1
on an elegant visual sense and a talent 	1
of read my lips 	1
that it transcends the normal divisions between fiction and nonfiction film 	1
is terrific , 	1
even if the naipaul original remains the real masterpiece 	1
portrays young brendan with his usual intelligence and subtlety , 	1
graceful dual narrative 	1
everybody loves a david and goliath story , and this one is told almost entirely from david 's point of view . 	1
the abiding impression 	1
an excellent 90-minute film 	1
intrigue 	1
is its utter sincerity . 	1
in place for a great film noir 	1
his subject justice 	1
i 've never seen or heard anything quite like this film , and i recommend it for its originality alone 	1
extra-large cotton candy 	1
is one of world cinema 's most wondrously gifted artists and 	1
a gorgeous film - vivid with color , music and life 	1
has come to new york city to replace past tragedy with the american dream 	1
surprisingly touching 	1
this stylish film 	1
to remarkable performances 	1
this space-based homage to robert louis stevenson 's treasure island fires on all plasma conduits . 	1
evokes the frustration , the awkwardness and the euphoria of growing up 	1
held my attention 	1
often shocking but ultimately worthwhile 	1
an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character 	1
anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed 	1
crisp framing 	1
