sentence	label
mckay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .	0
the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon\/bourne or his predicament .	0
where 's the movie here ?	0
beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .	0
i 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen .	0
starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood-action cliches .	0
it 's an 88-minute highlight reel that 's 86 minutes too long .	0
so boring that even its target audience talked all the way through it .	0
what 's hard to understand is why anybody picked it up .	0
what little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .	0
it 's probably not easy to make such a worthless film ...	0
the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .	0
a dim-witted and lazy spin-off of the animal planet documentary series , crocodile hunter is entertainment opportunism at its most glaring .	0
it 's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland .	0
because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags .	0
sluggish , tonally uneven .	0
it 's supposed to be a romantic comedy - it suffers from too much norma rae and not enough pretty woman .	1
though a capable thriller , somewhere along the way k-19 jettisoned some crucial drama .	1
the screenplay by james eric , james horton and director peter o'fallon ... is so pat it makes your teeth hurt .	1
tends to plod .	1
the film ultimately offers nothing more than people in an urban jungle needing other people to survive ...	1
too intensely focused on the travails of being hal hartley to function as pastiche , no such thing is hartley 's least accessible screed yet .	1
its screenplay serves as auto-critique , and its clumsiness as its own most damning censure .	1
one long , numbing action sequence made up mostly of routine stuff yuen has given us before .	1
it 's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex .	1
excruciatingly unfunny and pitifully unromantic .	1
call me a cynic , but there 's something awfully deadly about any movie with a life-affirming message .	1
it 's a glorified sitcom , and a long , unfunny one at that .	1
elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level .	1
it 's all arty and jazzy and people sit and stare and turn away from one another instead of talking and it 's all about the silences and if you 're into that , have at it .	1
an awkwardly contrived exercise in magic realism .	1
solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous .	1
if you 're paying attention , the `` big twists '' are pretty easy to guess - but that does n't make the movie any less entertaining .	2
if you 're looking for a tale of brits behaving badly , watch snatch again .	2
whatever about warning kids about the dangers of ouija boards , someone should dispense the same advice to film directors .	2
the vistas are sweeping and the acting is far from painful .	2
only those most addicted to film violence in all its forms will find anything here to appreciate .	2
the director and her capable cast appear to be caught in a heady whirl of new age-inspired good intentions , but the spell they cast is n't the least bit mesmerizing .	2
there 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but kang tacks on three or four more endings .	2
the film will appeal to discovery channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses .	2
don michael paul uses quick-cuts , -lrb- very -rrb- large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double -lrb- for seagal -rrb- .	2
both the crime story and the love story are unusual .	2
the plot 's clearly mythic structure may owe more to disney 's strong sense of formula than to the original story .	2
yet another weepy southern bore-athon .	2
an involving , inspirational drama that sometimes falls prey to its sob-story trappings .	2
it was filled with shootings , beatings , and more cussing than you could shake a stick at .	2
an unintentional parody of every teen movie made in the last five years .	2
they were right .	2
satisfyingly scarifying , fresh and old-fashioned at the same time .	3
and for many of us , that 's good enough .	3
a solidly entertaining little film .	3
