sentence	label
UN wants Iran freeze uranium enrichment work demands from the UN atomic-watchdog agency that it freeze all work on uranium enrichment, a technology that can be used for nuclear weapons.	0
Clothes junkies flock Model Elizabeth Jagger, daughter of rocker Mick Jagger, is seen on the catwalk during London Fashion Week. Picture:AP. People watchers and pure clothes junkies flocked to London Fashion Week today to see well 	0
More than 80 Protesters Dead as Thai Government Cracks Down on &lt;b&gt;...&lt;/b&gt; Thai security forces have begun large-scale detentions in the predominately-Muslim south of the country following a clash with demonstrators Monday that left more than 80 protesters dead.	0
US says  quot;getting nowhere quot; with crisis in Darfur UNITED NATIONS (AFP) - The international community is  quot;getting nowhere quot; with the crisis in Sudan #39;s troubled Darfur region, the US ambassador to the United Nations, John Danforth, said.	0
Hamas fires more rockets at Israel Minister Ariel Sharon ordered his army to press on with a week-old offensive that has killed 75 Palestinians. briefed him on Israel #39;s biggest and bloodiest military campaign in the Gaza Strip in four years of open conflict.	0
Ukraine president wants new election KIEV, Ukraine -- Facing a relentless tide of opposition protests, embattled President Leonid Kuchma said Monday that a new election might be the only way out of a spiraling crisis that threatens to break up this former Soviet republic between the pro 	0
Swiss voters approve stem cell research using human embryos GENEVA (AFP) - Two-thirds of Swiss voters approved a new law that allows medical research on stem cells taken from human embryos but bars cloning, official results from a referendum showed.	0
Bush and Kerry Focus Campaigns on 11 Key States Both campaigns have laid out plans for a barrage of visits and television advertisements in these key battlegrounds over the next 10 days.	0
American Gatlin becomes world #39;s fastest man Justin Gatlin of the United States became the fastest man in the world after winning the men #39;s 100 meters dash at the 28th Olympic Games here on Sunday.	1
BC gives Skinner 2-year extension After guiding the Boston College men's basketball program to 80 victories and four postseason appearances (including three NCAA berths) in the last four seasons, Al Skinner yesterday was rewarded with a two-year contract extension that runs through 2009-10.	1
Texas Rangers Reliever Charged with Assaulting Fan  SAN FRANCISCO (Reuters) - A Texas Rangers relief pitcher  was arrested and charged with assault after flinging a chair  into the stands and injuring a woman during a baseball game in  Oakland, California, officials said on Tuesday.	1
Offense shouldn #39;t be trusted Jacksonville, Fla. - Mike Shanahan blew it. All the heartbreak, all the cursing and all the regret resulting from a shocking 7-6 loss to Jacksonville could have been avoided with better judgment by the Broncos.	1
Mutu apologizes, turns down offer to become Romanian assistant &lt;b&gt;...&lt;/b&gt; Former Chelsea striker Adrian Mutu apologized Tuesday for his positive cocaine test and said he will turn down an offer to become an assistant coach for the Romanian national team.	1
Court Rules on Hamm Medal New York - Paul Hamm says Thursday #39;s decision from sports #39; highest court confirms what he #39;s always felt in his heart. That he was champion in the men #39;s all around that night at the Athens Games and Olympic gold medalist.	1
Lester left with an empty feeling PITTSBURGH -- Larry Lester seemed inconsolable as he sat on a chair outside the visitors' locker room at Heinz Field. His head bowed, Lester agonized over the fumble he lost in overtime in Boston College's 20-17 setback yesterday to the Pittsburgh Panthers.	1
Sports briefs for August 26, 2004 Arsenal beat Blackburn 3-0 for its 43rd consecutive English Premiership match without a loss, breaking a record for England #39;s top soccer league set in 1978 by Nottingham Forest, which went without a loss from November 1977 to December the following year.	1
EU, Mercosur Divided at Trade Talks The European Union and Mercosur were wide apart on Wednesday in negotiations to form the world #39;s biggest free trade area despite a new EU offer to settle their differences, diplomats said.	2
Campbell Soup Co. Profit Falls 20 Percent Campbell Soup Co. (CPB.N: Quote, Profile, Research) , the world #39;s largest soupmaker, on Monday said quarterly net profit fell 20 percent as it increased spending on marketing and took a charge related to job cuts.	2
Dollar Selling Eases as Market Eyes Fed The dollar edged up on Tuesday, taking a breather from recent heavy selling after the European Central Bank chief warned against the euro #39;s rapid climb and ahead of a decision on US interest rates.	2
Oil Rises on Nigeria, Norway Disruptions; OPEC May Curb Output Crude oil rose from a three-month low on disruptions to supply from Nigeria and Norway and after OPEC members said they may need to cut output after prices plunged.	2
Nun likes eating with Stewart ALDERSON, W.VA. - The food at the Federal Correctons Camp is nothing to write home about - unless one is eating it with Martha Stewart.	2
Calif. insurance chief sues four insurers in kickback probe SAN DIEGO California #39;s insurance commissioner says a San Diego company took kickbacks from four major insurance companies in exchange for winning contracts with major US companies.	2
Canada #39;s Bonds Rise After Dodge Says Dollar Gain May Cut Growth Canada #39;s bonds rose after Bank of Canada Governor David Dodge said the Canadian dollar #39;s rise to a 12-year high may curb economic growth, indicating the bank may not raise interest rates next month.	2
Stocks Rise on Drop in Consumer Prices A drop in consumer prices and a decline in crude oil futures Tuesday allowed investors to put aside worries about inflation, at least for the short term, and they sent stocks modestly higher. 	2
Panel Urges Washington to Finance Fast Computer A panel of leading computer scientists warned in a report issued on Monday that unless the federal government significantly increased support for advanced research on 	3
Roan report released Editors note. This story was first reported on www.postindependent.com. For more coverage, please read Sundays Post Indpendent.	3
Seven Die in 'Internet Suicide' Pact (Reuters) Reuters - Japanese police said on Tuesday they were\investigating a suspected group suicide involving seven people\who met through the Internet, the latest in a rash of suicides\linked to the Web.	3
Europeans debate software patents, interoperability BRUSSELS -- The European Union's (E.U.'s) planned software patent rules represent a major threat to interoperability unless specific exemptions are made to the legislation, participants at a conference on the issue heard on Tuesday.	3
Equity groups eye NTL arm (FT.com) FT.com - Several private equity companies and a mobile phone operator, MMO2, have expressed interest in buying all or part of NTL's television and radio broadcasting business ahead of an October 11 deadline for first-round bids, according to people familiar with the deal.	3
The  #39;i #39; in  #39;Internet #39; It #39;s not exactly an earth-shaking development but I expect that Wired News #39; very public announcement that it would no longer capitalize  quot;Internet, quot;  quot;Web quot; or  quot;Net quot; will provoke some discussion and debate in online publishing circles. 	3
Fantasy Leagues Attract Money From Advertisers DVERTISERS have uncovered a world of young men with plenty of time on their hands and money to spend - a highly coveted demographic - in an unlikely place.	3
Scramjet record attempt delayed by 24 hours NASA #39;s attempt to break world speed records with its X-43A scramjet test plane was postponed on Monday due to concerns over faulty instrumentation.	3
