sentence	label
the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .	0
loud , chaotic and largely unfunny .	0
this 90-minute dud could pass for mike tyson 's e !	0
a muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .	0
anyone who suffers through this film deserves , at the very least , a big box of consolation candy .	0
`` solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .	0
if you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , i have just one word for you - -- decasia	0
philosophically , intellectually and logistically a mess .	0
seems like something american and european gay movies were doing 20 years ago .	1
... hokey art house pretension .	1
as the sulking , moody male hustler in the title role , -lrb- franco -rrb- has all of dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability .	1
this remake of lina wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john and bo derek made the ridiculous bolero .	1
the movie is a lumbering load of hokum but ... it 's at least watchable .	1
all the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness .	1
resident evil is n't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail .	1
no laughs .	1
about amy 's cuteness , amy 's career success -lrb- she 's a best-selling writer of self-help books who ca n't help herself -rrb- , and amy 's neuroses when it comes to men .	2
... a fairly disposable yet still entertaining b picture .	2
may be the most undeserving victim of critical overkill since town and country .	2
frank mcklusky c.i. is that movie !	2
he gets his secretary to fax it . ''	2
a tedious parable about honesty and good sportsmanship .	2
but be warned , you too may feel time has decided to stand still .	2
same song , second verse , coulda been better , but it coulda been worse .	2
passionate , irrational , long-suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .	3
birthday girl lucks out with chaplin and kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns .	3
moonlight mile gives itself the freedom to feel contradictory things .	3
even though it 's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you ca n't help but get caught up in the thrill of the company 's astonishing growth .	3
it reaffirms life as it looks in the face of death .	3
i was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an american-russian armageddon .	3
combines improbable melodrama -lrb- gored bullfighters , comatose ballerinas -rrb- with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched .	3
rouge is less about a superficial midlife crisis than it is about the need to stay in touch with your own skin , at 18 or 80 .	3
easily the most thoughtful fictional examination of the root causes of anti-semitism ever seen on screen .	4
what a bewilderingly brilliant and entertaining movie this is .	4
extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten .	4
... wise and elegiac ...	4
apart from anything else , this is one of the best-sustained ideas i have ever seen on the screen .	4
the entire cast is first-rate , especially sorvino .	4
spiderman rocks	4
delirious fun .	4
