sentence	label
What did you lost to day?	0
"are the priests and bishops gay? what is a ""member of the clergy""? is he gay?"	0
What happens when the Devil Dies?	0
I am trying to reach a Lutheran Minister, South Bronx, name Elliott Johnson?	0
In the Christian world, how much does an individual really matter?	0
How many foolish American women married a muslim man and was sorry and in the end was denied to see her kids?	0
If science proved without a doubt that Jesus was a mortal man and not divine, would you still remain faithful?	0
how to be happy? what is happiness ? please answer?	0
Where are the underground openings to the underground tunnels in south Florida?	1
Temperature Scales?	1
Does your body keep a running tally of sleep?	1
If soldering lead contains 63% silver,_____ grams of soldering lead can be made from 520 grams of silver.?	1
determine the number of moles of the first substance that would be the chemically equivalent amount of the 2nd	1
WHY we don't see daily ARAGO/Poisson spot?	1
What was it? i cant sleep till i have answers?	1
what materials do you use to wrap a raw egg to keep it from breaking?	1
If ready, what time an able woman may require to reach an orgasm?	2
in summer hot, my underarms affected with rashes..can I prevent that?	2
what are the symptoms of breast cancer?	2
what is the meaning of coming waste (filth) from vagina?	2
Do the professionals athletes have their treadmill inside or outside?	2
hi need some advice!??	2
how to gain natural muscle mass quickly?	2
How do you clean hair brushes?	2
Plzzz ppl it's do tomorrow?	3
What's the most daring thing you've ever done ?	3
functions and duties of a secretary in an organisation?	3
where should i go to school Johnston or pin oak?	3
I have a few riddles for you guys.?	3
Is it correct to say one hundred and twenty-five or one hundred twenty-five?	3
What is the date of Chang Heng's birth and death?	3
Theory of areas : Euclid?	3
How can We Run SIS files on PC before Installing these into Symbian Sets?	4
How can i watch espn India thru net?	4
I can't get games to show up on my computer for yahoo games to play online?	4
"In XP, how do I get an application that is ""displaying"" on monitor 2 to show up on mon1 if mon2 is not there?"	4
Lets be honest who floats your boat more... OUTTA THESE SEARCH ENGINES!?	4
how does one find out the POP3 address to  Yahoo! so mail can be exported to another account?	4
has any1 got msn or hotmail plz can u give me ure addy pwease?	4
i have a brother laser mfc4800 and it does not have a wireless card,anybody knows how can it run on router net	4
World's best soccer coaches?	5
i just bought a new set of wheels. i rubbed against the curb with one of them. would that rim rust?	5
Did you know you can ski in Turkey?	5
does anybody know where I can find a 1. FC Nürnberg jersey?	5
how many countries have participated in the world cup, including the now defunct.?	5
Anybody who has a full list of teams and players for the upcoming FIFA World Cup?	5
anyone having problems with flat tires on sun mountain cart?	5
would u want to play on a pro sport team for free?	5
can anybody suggest a uk based online forex company which does not charge much?	6
when was the first pronographic movie made?	6
im a guy!!!!!!!!! where is the best place to buy size 13 womens shoes?????	6
internship experience: how is it like for you working with no pay, volunteering or candy striping?	6
how did texas get it's name?	6
I want to be a front office receptionist but they require a 2 yr experience.How can I get the ex. if none hire	6
which one is better, marketing department or technical support department?	6
what should you put into a profile and how should it be prepared?	6
can yougive information about harry potter and his movies or novels(fandom)?	7
Are there any visaully impaired or blind teens on here?	7
Does anyone know anything about Stanislav Ianevski (Aka: Viktor Krum from HP4)?	7
What makes you feel childish?	7
is New York from Flava of Love gonna get her own Show????	7
what is the similarity in match stick and woman??	7
EMERGENCY!!!!!!!!!!! I NEED JOKES BaDLY!!!!?	7
Can anyone recomend some good northern soul compilations?	7
what is he thinking?does he want me as much as i do?	8
What is m*st*rb*t*t*on?	8
ladies,How do you get rid of such a nice boyfriend with hurting his feelings?	8
wat should i do to be successful with girls?	8
Whats your worst sexual  experience?	8
girl fren doesnt want 2 stop dating others what to do??	8
why do kids fight all the time?	8
how do you fin out if a person real in another country?	8
What does History mean to you?	9
What are the nationalized industries in Europe?	9
Why are most Monarchies More Stable than most Democracies?	9
How can I get a replacement Birth certificate in France, living in the US?	9
If you had the opportunity to meet with President George Bush, what one piece of advice would you give him?	9
How to fight a careless driving citation?	9
Loose Change and other 911 conspiracies are wrong, do you agree?	9
question about a border incident?	9
