	question	option1	option2	label
0	Two save money when ordering delivery pizza,	order one eighteen inch pizza.	order two twelve inch pizzas.	0
1	how do you break a promise?	don't do what you promised to do.	do what you promised to do.	0
2	make vegetarian spaghetti	add tofu instead of meat	saute with green peppers and onions for flavor	0
3	Remove fuzzy balls from sweater.	Shave fuzz balls off surface with a disposable razor.	Shave fuzz balls off surface with a razor blade.	0
4	How do you indicate there is mail in your mailbox?	Raise the flag upright to indicate mail.	Put a blue cover over the mailbox.	0
5	How to make coffee in electric coffee maker.	Fill pitcher with desired amount of water, pour in top of maker, place filter in basket and ad desired amount of coffee, replace basket, turn on.	Fill pitcher with desired amount of water, pour in top of maker, place desired amount of coffee in basket and ad filter, replace basket, turn on.	0
6	How can I keep my diamond ring sparkling?	You can soak the ring in warm water and mild dishwashing liquid, and scrub with a soft toothbrush	You can soak the ring in warm water and mild dishwashing liquid, and scrub with steel wool.	0
7	How to know if a fridge is cold or not?	Open the fridge's door and if there is a cold sensation coming from it, then it is cold.	Open the fridge's back panel and if there is a cold sensation coming from it, then it is cold.	0
8	To prepare yeast for bread making.	Heat up your water to 105 to 115 F. Then add in about 1 tsp. of sugar to the warm water. Next add in your yeast. You can agitate it a bit with a fork. Now let it sit for about 10 minutes until it gets nice and foamy/frothy. If after 10 minutes it isn't foamy, you need to start again. The yeast might be bad/old, or the water was too hot or too cold.	Heat up your water to 105 to 115 F. Then add in about 1 tsp. of sugar to the warm water. Next add in your yeast. You can agitate it a bit with your hand. Now let it sit for about 10 minutes until it gets nice and foamy/frothy. If after 10 minutes it isn't foamy, you need to start again. The yeast might be bad/old, or the water was too hot or too cold.	0
9	To choose a pot for growing plants,	make sure the pot has a hole on the bottom of it.	make sure the pot has no holes on the bottom of it.	0
10	If you want to reuse a small jar as a refrigerator magnet, what do you need to do?	Attach a magnet onto the jar with hot glue.	Attach a metal piece onto the jar with hot glue.	0
11	Remove smoke smell from car.	Cut apple in halves and place in car for one day.	Cut banana in halves and place in car for one day.	0
12	How do you whistle?	Wet your lips and pucker slightly. With your mouth slightly open, place your tongue on the roof of your mouth, just behind your two front teeth. You should hear a high-pitched sound. The more you pucker and the harder you blow, the louder the tone.	Wet your lips and pucker slightly. With your mouth slightly open, place your tongue on the roof of your mouth, just behind your two front teeth. You should hear a high-pitched sound. The more you pucker and the softer you blow, the louder the tone.	0
13	To peel the grapefruit.	Use an orange peeler and go around until finished.	Using a jack knife, slice all the peelings off of the grapefruit.	0
