sentence	label
unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes 	0
is a certain sense of experimentation and improvisation to this film that may not always work 	0
the vagueness 	0
awkward hybrid 	0
left us cold 	0
death might be a release . 	0
the rut dug by the last one 	0
cheapo animation 	0
overcooked soufflé 	0
toss it at the screen in frustration 	0
does n't trust laughs -- and does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects 	0
a baffling subplot involving smuggling drugs inside danish cows 	0
slow and ponderous , 	0
an erratic career 	0
into too many pointless situations 	0
seems just as expectant of an adoring , wide-smiling reception 	0
has a few nice twists in a standard plot and the charisma of hugh grant and sandra bullock 	1
this film asks the right questions at the right time in the history of our country 	1
told well 	1
demme gets a lot of flavor and spice into his charade remake , 	1
has merit and 	1
it 's a heck of a ride 	1
a mesmerizing one 	1
what allows it to rank with its worthy predecessors 	1
a few evocative images 	1
as comedic spotlights go , notorious c.h.o. hits all the verbal marks it should . 	1
19 stays afloat as decent drama/action flick 	1
wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals 	1
how 	1
the characters move with grace and panache 	1
's no way you wo n't be talking about the film once you exit the theater 	1
young hanks and fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work . 	1
