sentence	label
be low , very low , very very low , for the masquerade to work 	0
you could hate it for the same reason . 	0
time literally stops on a dime in the tries-so-hard-to-be-cool `` clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life . 	0
nothing good can happen 	0
is n't the actor to save it . 	0
predisposed to the movie 's rude and crude humor 	0
, vulgar is , truly and thankfully , a one-of-a-kind work . 	0
reason to miss interview with the assassin 	0
sixties ' rockumentary milestones 	1
are ... impeccable throughout . 	1
immensely ambitious , different than anything that 's been done before 	1
the slam-bang superheroics are kinetic enough to engross even the most antsy youngsters . 	1
, no such thing is a fascinating little tale . 	1
well-structured 	1
is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans . 	1
michel 	1
