sentence	label
What did you lost to day?	0
"are the priests and bishops gay? what is a ""member of the clergy""? is he gay?"	0
Why don't Jehova's celebrate christmas, b-days etc...?	0
What happens when the Devil Dies?	0
I am trying to reach a Lutheran Minister, South Bronx, name Elliott Johnson?	0
In the Christian world, how much does an individual really matter?	0
Why are some atheists so fanatical?	0
How many foolish American women married a muslim man and was sorry and in the end was denied to see her kids?	0
I'm a happy new member of the PEN15 club...now what?	0
If science proved without a doubt that Jesus was a mortal man and not divine, would you still remain faithful?	0
Why is it you get thumbs down when you answer a question truthfully in this forum?	0
Why you make jokes about Kasachstan?	0
White people, how does it feel to get sun burn?  Does it hurt? I'm black, It doesn't hurt us. Are we lucky?	0
how to be happy? what is happiness ? please answer?	0
Are there any U.S. states left that don't have any illegal immigrants?	0
can you send blank cards and postage stamps to people in the durango jail in phx az?	0
Where are the underground openings to the underground tunnels in south Florida?	1
Temperature Scales?	1
Does your body keep a running tally of sleep?	1
Imagine  you are a proton in a hydrogen molecule created during the big bang. how you ended up in tap-mater?	1
anyone guess the effects of cryogenic liquid on fissionable material?	1
is Genovia a real country? as seen in princess diaries?	1
If soldering lead contains 63% silver,_____ grams of soldering lead can be made from 520 grams of silver.?	1
Can you solve this equation?	1
determine the number of moles of the first substance that would be the chemically equivalent amount of the 2nd	1
Mathematics Quiz?	1
WHY we don't see daily ARAGO/Poisson spot?	1
the force that yoda speaks of between the ship and the ground and exist all around -. has anyone in cyberspace	1
What was it? i cant sleep till i have answers?	1
what materials do you use to wrap a raw egg to keep it from breaking?	1
Where do you get phospherous?	1
what is the principle behind the instrument which is used to check the blood pressure?	1
Does anyone know any remedies for stretch marks?	2
What is the proceedure for Indian Qualified Dentist to work at US?	2
If ready, what time an able woman may require to reach an orgasm?	2
do any medical experts know whether knuckle cracking is physically harmful?	2
in summer hot, my underarms affected with rashes..can I prevent that?	2
Does sweating help lose weight?	2
what are the symptoms of breast cancer?	2
What is the best home remedy for sunburn pain?	2
what is the meaning of coming waste (filth) from vagina?	2
Do the professionals athletes have their treadmill inside or outside?	2
What should the urine color of a young, healthy person be?	2
hi need some advice!??	2
For guys to answer only please?	2
how to gain natural muscle mass quickly?	2
How do you clean hair brushes?	2
im looking for costco.com getting answers to the cost of pharmacy pills.?	2
What happend to the Tulsa Votech that opened in 1966 on Memorial Drive?	3
Plzzz ppl it's do tomorrow?	3
What's the most daring thing you've ever done ?	3
estimate my essay and say to me about your impression, opinions and thoughts?	3
i want to know about design of green hause (kerangka portal )?	3
Anybody know any facts about bluebelly soldiers?	3
functions and duties of a secretary in an organisation?	3
where should i go to school Johnston or pin oak?	3
Date of Mothers Day?	3
what is meant by mass disform spacetime?	3
I have a few riddles for you guys.?	3
Do you think the reason why students fail a test is because their teachers asked the wrong questions?	3
Is it correct to say one hundred and twenty-five or one hundred twenty-five?	3
What is the date of Chang Heng's birth and death?	3
how do you do a flag disposal ceremony?	3
Theory of areas : Euclid?	3
How can We Run SIS files on PC before Installing these into Symbian Sets?	4
How can i watch espn India thru net?	4
my computer always performs DISK CHECK everytime i startup, what seems to be the problem? how do i stop it?	4
I can't get games to show up on my computer for yahoo games to play online?	4
the computer will not come up or reboot.  It is a windows xp program want to get xp for free to reinstall?	4
"In XP, how do I get an application that is ""displaying"" on monitor 2 to show up on mon1 if mon2 is not there?"	4
How do I start chatting on internet and having my own blog?  Also do I have to pay for these facilities?	4
Connection to the server cannot be established.?	4
Lets be honest who floats your boat more... OUTTA THESE SEARCH ENGINES!?	4
"windows pop up window reading ""breakout function activated"" what in the hell is/does this mean?"	4
how does one find out the POP3 address to  Yahoo! so mail can be exported to another account?	4
has any1 got msn or hotmail plz can u give me ure addy pwease?	4
i have a brother laser mfc4800 and it does not have a wireless card,anybody knows how can it run on router net	4
Please tell me the name of best anime to watch & give your views about ATI Radeon Xpress 200 graphic card.?	4
can u answer this 1?	4
have a good recommdation re: search engine optimizer? Other internet mktg tools?	4
World's best soccer coaches?	5
i just bought a new set of wheels. i rubbed against the curb with one of them. would that rim rust?	5
Did you know you can ski in Turkey?	5
what do u think about barca and arsenal, i want pridiction who is going to win the match today?	5
Do you think that Serena and Venus should re-unite again as a doubles team?	5
does anybody know where I can find a 1. FC Nürnberg jersey?	5
how many countries have participated in the world cup, including the now defunct.?	5
La france merite-elle d'allé en huitieme de final?	5
Anybody who has a full list of teams and players for the upcoming FIFA World Cup?	5
where can i find a benelli shotgun magazine extension for a 12 super black eagle?	5
fastest hundred record by which player?	5
anyone having problems with flat tires on sun mountain cart?	5
would u want to play on a pro sport team for free?	5
Best player in NBA?	5
Which sport is more dynamic, football or soccer?	5
What's the reason behind tennis scoring to be as 0-15-30-40-game ?	5
can anybody suggest a uk based online forex company which does not charge much?	6
how can i propose using rose petals?	6
who are the famous and successful entrepreneurs and what are their stories?	6
when was the first pronographic movie made?	6
im a guy!!!!!!!!! where is the best place to buy size 13 womens shoes?????	6
internship experience: how is it like for you working with no pay, volunteering or candy striping?	6
Do you really think that online Aplications work? And if they do what are the answers they are looking for?	6
how did texas get it's name?	6
Im thinking a a number 1-50 which one is it?	6
I want to be a front office receptionist but they require a 2 yr experience.How can I get the ex. if none hire	6
which one is better, marketing department or technical support department?	6
Can people sell trailors with hoses not hooked up to toilets and no working furnace.?	6
how do get your mom to buy you a cellphone??	6
If you were to hire someone to run your errands, what would expect them to do? You would pay, how much?	6
what should you put into a profile and how should it be prepared?	6
What does the topline and bottomline mean?	6
can yougive information about harry potter and his movies or novels(fandom)?	7
Are there any visaully impaired or blind teens on here?	7
"Hey when is da backwudz releasing their new album, ""Wood Work""?"	7
Does anyone know anything about Stanislav Ianevski (Aka: Viktor Krum from HP4)?	7
What makes you feel childish?	7
is New York from Flava of Love gonna get her own Show????	7
"""Dr. John! Dr. John! He's your medicine Man!"" Who sings this song and where can I find the lyrics?"	7
what is the similarity in match stick and woman??	7
how could i actually talk and see ENRIQUE IGLESIAS?	7
What are some ways that you abbreviate your words in MSN and texts?	7
What is the funniest movie ever?	7
Is HILARY DUFF just sugar pop?	7
EMERGENCY!!!!!!!!!!! I NEED JOKES BaDLY!!!!?	7
What's the best kind of Gig Bag for an Electric Guitar?	7
can anyone get me the lyrix for ausons new song (my bright idea)?	7
Can anyone recomend some good northern soul compilations?	7
what is he thinking?does he want me as much as i do?	8
why do you say that for?	8
What is m*st*rb*t*t*on?	8
ladies,How do you get rid of such a nice boyfriend with hurting his feelings?	8
wat should i do to be successful with girls?	8
Give me tips on male body language to a woman? PLEASE!!!?	8
do u like girls with hairy arms ..?	8
Whats your worst sexual  experience?	8
girl fren doesnt want 2 stop dating others what to do??	8
My spouse is very beautiful, yet I am not sexually attracted, but to others.  Why?	8
Expectations?	8
why do kids fight all the time?	8
somebody plz ask a really sexy question so we can really rock this site ??	8
Which is the position you think to have sex,in medical and practical?	8
Is sex only a physical thing or is it more in the mind?	8
how do you fin out if a person real in another country?	8
What does History mean to you?	9
What are the nationalized industries in Europe?	9
how can i get my green card?	9
can you get in trouble if you talk bad about the president?	9
Why are most Monarchies More Stable than most Democracies?	9
Would you vote for George Bush or Al Gore if the elections were today?	9
How is NSA spying legal under the Use of Military Force resolution and the War Powers Resolution and Constitut	9
where can i look up online if i have a bench warrant?	9
How can I get a replacement Birth certificate in France, living in the US?	9
what could the government do to make the military more equal for women?	9
Who is nicer and more cool, a Mexican immigrant or a Mexican American?	9
If you had the opportunity to meet with President George Bush, what one piece of advice would you give him?	9
Are all Texan politicians incapable of telling the truth?	9
How to fight a careless driving citation?	9
Loose Change and other 911 conspiracies are wrong, do you agree?	9
question about a border incident?	9
