	question	option1	option2	label
0	Make a double boiler to melt chocolate	Use a regular 2 quart sauce pot and insert a one quart stainless stell pot to put the choclate in.	Remove the screw and handle from the smaller pot, so it will fit.	0
1	How to add a rustic look to wooden furniture?	Use some sandpaper over the painted wood to induce a scuffed up and rustic look	Use some sandpaper before painting the wood to induce a scuffed up and rustic look	0
2	measure dry ingredients	Fill measuring cup until it overflows. Spoon flour or other light, powdery dry ingredient into your measuring cup until it domes up over the top. ...    Level it off with the back of a knife. ...    Fill measuring spoon. ...    Level it off with the back of a knife.	Fill measuring cup until it overflows. Spoon flour or other light, powdery dry ingredient into your measuring cup until it domes up over the top. ...    Level it off with the back of a bowl. ...    Fill measuring spoon. ...    Level it off with the back of a bowl	0
3	How should you remove a lightbulb?	Turn it off, allow it to cool, then unscrew it from the socket.	Turn it off, allow it to cool, then rescrew it from the socket.	0
4	To mix butter with flour, you can	Place the flour in a mixer and add one cube of butter at a time	Place the flour in a mixer and add the entire amount of butter	0
5	How can you more quickly pour water from a bottle?	Swirl it around, upside down it will create a vortex that makes it leave the bottle quickly.	Swirl it around, right side up, it will create a vortex that makes it leave the bottle quickly.	0
6	How to sew a straight stitch for mending a pillowcase seam by hand?	Thread the needle using a wire threader, to save many minutes. Once the thread is through, double it back for strength, tie a knot at the end, leaving the thread twice as long as the pillow case. That way you won't have to stop in the middle and thread a new needle. Turn the pillow case inside out, and begin at the edge closest to you. Pierce the fabric, sending the needle away from you, and bring it back out 1/8th of an inch further, in and out, each time. Repeat until the entire edge has been re-seamed. Tie a knot at the end of the pillowcase so it won't unravel in your sleep. Turn the pillow case right side out, and voila your seam will be repaired.	Gather the pillow case edge by edge and fold it over so the rip doesn't show, or use a dark colored dye to conceal it. If the pillow case is now too small, you can shorten the pillow a bit so it will still fit.	0
7	How to make a cool lightning bug light without hurting the insects.	Empty the contents of a couple of glow sticks into a jar, shake the jar with a lid on it, then add glitter.	Empty the contents of a couple of glow sticks into a jar, shake the jar without a lid on it, then add glitter.	0
8	How to make a grocery list for the fridge?	Purchase a small black board and glue a magnet to the back, run a small piece of wood glued to the bottom of the black board and place chalk on it, then place the black board on the fridge	Purchase a small black board and glue wood to the back, run a small magnet glued to the bottom of the black board and place chalk on it, then place the black board on the fridge	0
9	How to collect dust from a small corner?	Take a small brush and collect the dust on to a paper.	Take a small blade and collect the dust on to a paper.	0
10	How to tell if cake is done baking.	Poke cake with toothpick, if toothpick comes out clean the cake is finished.	Set timer for ten minutes and wait, cake will be done when the timer goes off.	0
11	how do you fill a hole outside?	fill it with sand.	fill it with water.	0
12	how do you use foundation?	spread it all over your face and blend it with abrush.	spread it underneath your eyes and blend it with a brush.	0
13	How to prep potatoes to make french fries.	Cut potatoes into 1/4 inch sticks. Place potato sticks into a large bowl and cover with cold water, soak in the water fro at least 20 minutes. Drain, rinse and spread out on a wire rack to air dry for 10 minutes.	Cut potatoes into 1 inch square sticks. Place potato sticks into a large bowl and cover with cold water, soak in the water fro at least 20 minutes. Drain, rinse and spread out on a wire rack to air dry for 10 minutes.	0
14	How to make Strawberry Newton chocolate Ice cream at home.	In a medium mixing bowl combine 4 cups chilled whipping cream, 14 oz. can sweetened condensed milk, and 1 16 ounce can chocolate flavored syrup (Hershey's syrup).  Beat with an electric mixer until soft Peaks form.  Fold in 3/4 cup coarsely chopped strawberry newton bars.   Transfer mixture to 8x8x2 inch baking pan.  Freeze about 8 hours until firm. Serve with strawberry sauce.	In a medium mixing bowl combine 4 cups chilled whipping cream, 14 oz. can sweetened condensed  Pigs milk, and 1 16 ounce can chocolate flavored syrup (Hershey's syrup).  Beat with an electric mixer until soft Peaks form.  Fold in 3/4 cup coarsely chopped strawberry newton bars.   Transfer mixture to 8x8x2 inch baking pan.  Freeze about 8 hours until firm. Serve with strawberry sauce.	0
15	tide	cleans clothes 	cleans teeth 	0
16	How To Make In-N-Out Double Double Cheeseburger Copycat	To Make In-N-Out Double Double Cheeseburger Copycat lightly toast both halves of bun and set aside.	To Make In-N-Out Double Double Cheeseburger Copycat heavily char both halves of bun and set aside.	0
17	stickers	can decorate trapper keepers in a fun way.	can decorate an elegant mansion in a fun way.	0
18	Make a neat trash container for your car.	A plastic cereal container with a bag in it makes a neat car trash container.	Wrap a plastic bag around your gear shifter for a neat trash can in the car.	0
19	How would you attach leather to a metal surface?	You can use impact adhesives to glue leather to a metal surface.	You can use Elmer's glue to attach the leather to a metal surface.	0
20	Paint a design on a glass or cup.	Use acrylic glass paint for the most durable result. Unless it specifically instructs you to, you won't need to cure it after painting, just let it dry as you would a canvas. The paint will last a long time but don't use a scrub brush on it or the paint may begin to wear off.	Use acrylic glass paint for the most durable result. Unless it specifically instructs you to, you won't need to cure it after painting, just let it dry as you would a canvas. The paint will last a long time so use a scrub brush on it so the paint may begin to wear off.	0
21	jug	can be used to fill a  kiddie pool 	can be used to fill a  cavity 	0
22	drawer	to store objects like nail file inside of	to store objects like newspaper inside of	0
23	fingers	can pinch cheeks. 	can pinch needles. 	0
24	how to separate egg whites and yolks	Crack an egg into a shallow bowl, then hold the mouth of the bottle near the yolk and gently squeeze.	Crack an egg into a shallow bowl, then hold the mouth of the bottle near the yolk and suck the entire egg up.	0
