	sentence	label
0	although their characters and temperaments could n't be less alike , 19-year olds wei and jie are best friends .	0
1	is this challenge too much for even the amazing spider-man to handle ?	0
2	may is a young strange girl who had a very disturbed childhood and does not still know the meaning of true friendship or love .	0
3	but cousin roberto is n't the tough guy they 'd expected .	0
4	because of his horribly unforgivable sins , freddy krueger ( robert englund ) is stuck in hell eternally .	0
5	in his way , meets prosit , a german villain on a persistant mission to find pots of gold in the superstition montains .	0
6	when young , virginal caroline ( misty mundae ) learns of her mother 's death in paris , she travels to the city of lights for the funeral .	0
7	though the bosses killed his father , he is loyal to them and is considered family .	0
8	the council reluctantly admits that they are in a dire situation and they require blade 's assistance .	0
9	overwhelmed and excited about the big studio adventure ahead of him , alex moves into an apartment with two other up-n'-comings .	0
10	the ridiculed home secretary is slowly coming to life , but in his way stands a paranoid defense secretary .	0
11	they are the only men who are allowed to kill .	0
12	with a cast of non-actors , drawn from the very world which the film portrays , 'shooters ' is not just another british genre gangster film - it 's a film about real british gangsters .	0
13	when he is told that he is being considered for the position of anchorman , he goes out to do a live feed but when it is announced that evan baxter was going to be the new anchorman , and he freaks out .	0
14	the phantom , feeling betrayed , kidnaps christine and brings her to his lair where he plans to make her his eternal bride .	0
15	nine good teeth reveals many of the common truths hidden away in all our families , as well as the unexpected - late night visits from jack kerouac , illicit love affairs and the occasional murder .	0
16	the future is on it 's way to atlantic city on a bus .	0
17	together , they team up on an adventure that would take them to some very unexpected places and people .	0
18	the police have no clues nor suspects until nick and his colleague realize the killer is a giant octopus .	0
19	a story about a troubled genius who attempts to build a magnetic engine in hopes of greatly reducing the worlds consumption of fossil fuels and electricity .	0
20	in a small fishing village an established fishmonger , davis , starts to have his supply bought from under him by new boy alan leech .	0
21	except shaun runs into one complication after another starting when his application is rejected after his dim-witted guidance counselor sends the wrong application .	0
22	shortly after the arrival of the rehab escapees , luck shoots and kills salo jr . and his wife .	0
23	banks is a hit man , the best , usually working for latin american drug cartels .	0
24	ryan plays a lonely new york woman who discovers the darker side of passion after becoming involved with a tough homicide detective who is investigating a series of murders in her neighborhood .	0
25	he also tells him that they are not gems .	0
26	documentary-style drama showing the events that lead up to the tragic incident on january 30 , 1972 in the northern ireland town of derry when a protest march led by civil rights activist ivan cooper was fired upon by british troops , killing 13 protesters and wounding 14 more .	0
27	he can talk and drive around all by himself .	0
28	his old friends and family members have changed , almost beyond recognition .	0
29	ted norwood summons all his resistance to finally quit his seemingly successful carreer , only to be outmaneuvered by a powerful executive who barely even notices that she 's in a test of wills .	0
30	making use of homemade steel helmets and chest plates to stop bullets , they committed a series of robberies from 1878-80 , when kelly was captured and hanged in melbourne .	0
31	he dies before he gets a chance to communicate with the spirit and his dead body with the ouija board is left to the devices to his strung out friends .	0
32	if you 're able to go , relax and lower your expectations , you might be carried away by it .	1
33	a byzantine melodrama that stimulates the higher brain functions as well as the libido .	1
34	like coming into a long-running , well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six .	1
35	. . . digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations .	1
36	if you saw it on tv , you 'd probably turn it off , convinced that you had already seen that movie .	1
37	recoing 's fantastic performance does n't exactly reveal what makes vincent tick , but perhaps any definitive explanation for it would have felt like a cheat .	1
38	writer-director debrauwer does manage to wrap things up in an * * * -pleasing 78 minutes . it 's is n't much , but it 's a lot more than callous callie khouri did with that `` ya-ya `` mess . also , there are no irritating hats .	1
39	even through its flaws , revolution # 9 proves to be a compelling , interestingly told film .	1
40	any intellectual arguments being made about the nature of god are framed in a drama so clumsy , there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that bean abhors .	1
41	the first hour is tedious though ford and neeson capably hold our interest , but its just not a thrilling movie .	1
42	a fast paced and suspenseful argentinian thriller about the shadow side of play .	1
43	much like its easily dismissive take on the upscale lifestyle , there is n't much there here .	1
44	majidi is an unconventional storyteller , capable of finding beauty in the most depressing places .	1
45	i walked away from this new version of e . t . just as i hoped i would -- with moist eyes .	1
46	poignant and moving , a walk to remember is an inspirational love story , capturing the innocence and idealism of that first encounter .	1
