	sentence	label
0	after this unusual , tragic experience , paul begins to realize that he has just lost his mom .	0
1	syd does accept him and befriends him and shows him how to live .	0
2	a retired boston pd detective is n't buying the news report of a local girl accidentally drowning . . .	0
3	unbeknownst to the contestants , the game 's host has struck a deal with the soldiers hired to guard the money , and does not really have the player 's best interests , or even basic safety , at heart .	0
4	after losing his and young son to divorce , he finds no alternative but to kidnap the boy inevitably dragging him through a harrowing journey of grief and as he learns to accept himself .	0
5	now she ca n't perform the song , and aksel realizes he must take action !	0
6	because of her finn is finally able to accept himself .	0
7	when warren secretly discovers a wedding dress hidden in toni 's closet , he realizes he has some serious decisions to make .	0
8	set from his college student years , to his first victims , his capture , escape from prison ( twice ) , his final killing spree to his trial , conviction and execution .	0
9	as he tries to re-discover the family that he abandoned long ago , he is forced to confront the anxieties in his memories - the family he betrayed and abandoned at the expense of his own happiness .	0
10	tor loves jessica but his life has got stuck in a rut .	0
11	along comes sonja , who wants to know how the horny tale he 's now working on will end .	0
12	in a town of good intentions , memorbale characters and nothing much to do , the truth has a way of catching up with you .	0
13	when blake is initiated , he agrees to abide by the three cardinal rules : share your spirit , body and soul with others ; devote your life to saving homeless kids ; and never leave unless the master casts you out .	0
14	an apparent gynaecologist dr . nightingale hastily marries a pregnant patient , modesta and takes her home to his mysterious manor to meet mother .	0
15	amaro soon discovers that corruption and the church are old acquaintances in los reyes .	0
16	the evening after his father 's funeral , he meets the lovely paula , runs into her the next day , but is sure she 'll never look twice at him .	0
17	daphne then must struggle with a snobby half-sister and with following the social obligations expected of her while maintaining her own identity .	0
18	despite dire warnings from his uncle , dean is seduced by the book 's knowledge .	0
19	it centers on inez macbeth ( dominique swain ) , a wisp of a girl just a shade over twenty , who may lack a formal education , but has already been taught plenty by life .	0
20	enter sonia kapoor , the daughter of the 10th richest man in the world .	0
21	his destiny lies in the shadows of a black rose - the symbol of decayed innocence .	0
22	ultimately eve struggles with destiny in light of her new found love , rediscovery of homeland , and her sense of life 's purpose .	0
23	ultimately , it is harold who timidly suggests participating in the upcoming duct tape festival in minneapolis-st .	0
24	but grace has a secret and it is a dangerous one .	0
25	a year after her long time boyfriend showed up at his surprise birthday party with an uninvited date , laura hits rock bottom and decides to try her luck at a dating agency .	0
26	this is the question posed to john wesley after a heavy night of drinking .	0
27	they nevertherless feel responsible to protect the flag until monday 's ceremony .	0
28	dr . akash sinha is a respected neuro surgeon , who too is no less devoted to his professional than his father .	0
29	accompanying them is jon 's `` soulmate , `` todd , a 35-year old businessman recklessly reliving his adolescence , plus other `` circuit friends `` the boys make along the way .	0
30	keith discovers a new man and a new attitude .	0
31	anna is the jewish daughter of a spanish mother and a greek father .	0
32	an entertaining , surprisingly well-written and often rowdily amusing picture .	1
33	in the second half of the film , frei 's control loosens in direct proportion to the amount of screen time he gives nachtwey for self-analysis .	1
34	mazel tov to a film about a family 's joyous life acting on the yiddish stage .	1
35	a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .	1
36	stealing harvard does n't care about cleverness , wit or any other kind of intelligent humor .	1
37	a carefully structured scream of consciousness that is tortured and unsettling -- but unquestionably alive .	1
38	a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .	1
39	so mind-numbingly awful that you hope britney wo n't do it one more time , as far as movies are concerned .	1
40	as violent , profane and exploitative as the most offensive action flick you 've ever seen .	1
41	the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately .	1
42	the film 's sharp , often mischievous sense of humor will catch some off guard . . .	1
43	wonder of wonders -- a teen movie with a humanistic message .	1
44	in the spirit of the season , i assign one bright shining star to roberto benigni 's pinocchio -- but i guarantee that no wise men will be following after it .	1
45	if the film fails to fulfill its own ambitious goals , it nonetheless sustains interest during the long build-up of expository material .	1
46	as literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment . you 'll forget about it by monday , though , and if they 're old enough to have developed some taste , so will your kids .	1
47	benigni 's pinocchio is extremely straight and mind-numbingly stilted , its episodic pacing keeping the film from developing any storytelling flow .	1
48	turturro is fabulously funny and over the top as a 'very sneaky ' butler who excels in the art of impossible disappearing/reappearing acts	1
49	despite its faults , this is a fascinating look at a subculture .	1
50	harvard man is a semi-throwback , a reminiscence without nostalgia or sentimentality .	1
51	the movie is the strangest experience : a matter-of-fact thing that swallows you whole .	1
52	despite its old-hat set-up and predictable plot , empire still has enough moments to keep it entertaining .	1
53	in the end , ted bundy 's only justification is the director 's common but unexplored fascination with the frustrated maniac ; there 's no larger point , and little social context .	1
54	[ toback 's ] fondness for fancy split-screen , stuttering editing and pompous references to wittgenstein and kirkegaard . . . blends uneasily with the titillating material .	1
55	moore 's performance impresses almost as much as her work with haynes in 1995 's safe .	1
56	even if you 're an elvis person , you wo n't find anything to get excited about on this dvd .	1
57	a passionately inquisitive film determined to uncover the truth and hopefully inspire action .	1
58	something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously .	1
59	a sexy , peculiar and always entertaining costume drama set in renaissance spain , and the fact that it 's based on true events somehow makes it all the more compelling .	1
60	. . . the best movie featuring the next generation cast , and a movie that 's ( almost ) every bit as great as [ treks ] ii and vi .	1
61	lejos del paraM-mso es al mismo tiempo una fiesta para los ojos y oM-mdos y un movilizador cuadro de personajes enfrentados a sus propios deseos , miedos y prejuicios .	1
62	ultimately . . . the movie is too heady for children , and too preachy for adults .	1
63	easily stands alongside such throat-clutching classics of cinematic political action as z and the battle of algiers .	1
