premise	hypothesis	label
A man in a blue kayak paddles in water.	A man kayaks in a body of water.	0
the reflection of a young couple in a train window with onlookers and a old asian man sitting on the bench.	people are on a train.	0
A dark-haired woman wearing a red skirt and white top uses a pay phone.	A woman uses a pay phone	0
Protesters are in the background of this photo whereas a magazine display is in the foreground.	A group of people protesting.	0
The people on the street need to be wearing sunscreen.	The crowd on the road should be using sun-block lotion.	0
A black man in a white tank top approaches a couple in the street who are eating green and blue snow cones.	The people eating snow cones are outside.	0
A white dog runs in the grass.	An animal is running outside.	0
A large crowd of people are running in a city marathon.	The people are running outside in a race.	0
a black dog jumping to catch a rope toy	The dog is playing.	0
person in black looking at a man standing behind a motorcycle.	A man has a motorcycle.	0
A man hugging a boy in a tunnel, made in the trunk of a tree.	The tree has a carving in it.	0
A man in a white shirt advertising a summer school is talking to a man in a pink shirt in front of a crowd.	The man is attempting to sell a service.	0
A woman in green shoes, walking and holding a phone.	There is a woman in green holding a phone.	0
A group of Indian men demonstrate the act of sleeping to 3 school children, a young boy, and two young girls.	A human sleeping	0
A baseball player is caught midair attempting to catch the baseball with his mitt, while another player looks on.	The person is jumping for the ball.	0
An asian boy eating a piece of cake.	The boy is chewing on the piece of cake	0
A woman is cooking food in a kitchen.	A woman in the kitchen.	0
A young girl is standing on the back of a man's bicycle while the man peddles forward.	A girl stands on the back of a bicycle.	0
Camels are being led by a man in the desert.	There are animals in the desert.	0
"A man with a mohawk is carrying food while wearing a t-shirt that says ""bread-butter-cheese-victory""."	A man with a mohawk is holding food.	0
A woman dressed in black is staring at the floor on a sunny day.	A woman is looking downward.	0
A dark-skinned security officer smiles.	A man is smiling.	0
An immigrant stands outside of a Laundromat in the city.	An immigrant stands outdoors.	0
A man with a number 12 on his chest is mid-stride while running a race.	A person is running	0
An overweight man sits outside a bistro, smoking a cigarette.	A man that has a BMI that is higher than 25 is smoking.	0
Football players in white, red, and black uniforms run down the field by the 30 yard line.	The team of football players are currently in motion.	0
Men are cutting a large opening through the ice on a frozen lake.	Men cutting through ice on a frozen lake.	0
A shirtless male is riding a skateboard, performing a trick.	The man is on top of the skateboard	0
A man and a woman are sleeping while sitting in a bus or train of some kind.	Two people in a mechanical device.	0
People stand outside of a market.	People are near a market.	0
This boy, wearing a red shirt and blue shorts, is running.	The boy is running.	0
A football player in a gold helmet is running with a football.	A golden helmed football player runs with the ball.	0
